seed,layer,alpha,position_mode,direction_family,direction_id,heldout_blocks,heldout_countries,mean_delta_avg_token_margin,baseline_pairwise_accuracy,pairwise_avg_accuracy,pairwise_accuracy_change,sign_flips,wrong_to_correct_flips,correct_to_wrong_flips,mean_baseline_avg_token_margin,mean_avg_token_margin
3,6,4.0,prompt-final-only,label_permutation,permutation_02,12,24,0.04293069801294932,0.8333333333333334,0.8333333333333334,0.0,0,0,0,2.5529478685077467,2.595878566520696
3,6,4.0,prompt-final-only,label_permutation,permutation_03,12,24,0.01414589454442546,0.8333333333333334,0.8333333333333334,0.0,0,0,0,2.5529478685077467,2.567093763052172
3,6,4.0,prompt-final-only,label_permutation,permutation_04,12,24,-0.035380824418906665,0.8333333333333334,0.8333333333333334,0.0,0,0,0,2.5529478685077467,2.5175670440888402
4,6,4.0,prompt-final-only,learned_probe,learned_probe,12,24,0.14767878164833148,0.75,0.7916666666666666,0.04166666666666663,1,1,0,2.7491109878739937,2.896789769522325
4,6,4.0,prompt-final-only,random_direction,random_00,12,24,0.0271768867021213,0.75,0.75,0.0,0,0,0,2.7491109878739937,2.776287874576115
4,6,4.0,prompt-final-only,random_direction,random_01,12,24,0.05947507556298263,0.75,0.7916666666666666,0.04166666666666663,1,1,0,2.7491109878739937,2.8085860634369766
4,6,4.0,prompt-final-only,random_direction,random_02,12,24,-0.03423619893947035,0.75,0.75,0.0,0,0,0,2.7491109878739937,2.714874788934523
4,6,4.0,prompt-final-only,random_direction,random_03,12,24,-0.01599295057280366,0.75,0.7916666666666666,0.04166666666666663,1,1,0,2.7491109878739937,2.7331180373011903
4,6,4.0,prompt-final-only,random_direction,random_04,12,24,-0.05800249253281634,0.75,0.75,0.0,0,0,0,2.7491109878739937,2.6911084953411772
4,6,4.0,prompt-final-only,random_direction,random_05,12,24,0.018121974616385872,0.75,0.75,0.0,0,0,0,2.7491109878739937,2.7672329624903793
4,6,4.0,prompt-final-only,random_direction,random_06,12,24,0.01735610236242391,0.75,0.75,0.0,0,0,0,2.7491109878739937,2.766467090236418
4,6,4.0,prompt-final-only,random_direction,random_07,12,24,0.053485802352386425,0.75,0.7916666666666666,0.04166666666666663,1,1,0,2.7491109878739937,2.80259679022638
4,6,4.0,prompt-final-only,random_direction,random_08,12,24,0.03363148081399329,0.75,0.7916666666666666,0.04166666666666663,1,1,0,2.7491109878739937,2.782742468687987
4,6,4.0,prompt-final-only,random_direction,random_09,12,24,0.025084207078099257,0.75,0.7916666666666666,0.04166666666666663,1,1,0,2.7491109878739937,2.774195194952093
4,6,4.0,prompt-final-only,label_permutation,permutation_00,12,24,0.05059275368112137,0.75,0.7916666666666666,0.04166666666666663,1,1,0,2.7491109878739937,2.7997037415551147
4,6,4.0,prompt-final-only,label_permutation,permutation_01,12,24,-0.03973745158695637,0.75,0.75,0.0,0,0,0,2.7491109878739937,2.7093735362870373
4,6,4.0,prompt-final-only,label_permutation,permutation_02,12,24,0.05166178708904127,0.75,0.7916666666666666,0.04166666666666663,1,1,0,2.7491109878739937,2.800772774963035
4,6,4.0,prompt-final-only,label_permutation,permutation_03,12,24,0.0439102278185601,0.75,0.7916666666666666,0.04166666666666663,1,1,0,2.7491109878739937,2.7930212156925536
4,6,4.0,prompt-final-only,label_permutation,permutation_04,12,24,-0.0455430637274629,0.75,0.75,0.0,0,0,0,2.7491109878739937,2.703567924146531
5,6,4.0,prompt-final-only,learned_probe,learned_probe,12,24,0.09252227735577329,0.625,0.6666666666666666,0.04166666666666663,1,1,0,1.803060872040606,1.895583149396379
5,6,4.0,prompt-final-only,random_direction,random_00,12,24,-0.01663719168424858,0.625,0.625,0.0,0,0,0,1.803060872040606,1.7864236803563571
5,6,4.0,prompt-final-only,random_direction,random_01,12,24,-0.04151923691800532,0.625,0.625,0.0,0,0,0,1.803060872040606,1.7615416351226003
5,6,4.0,prompt-final-only,random_direction,random_02,12,24,-0.0260804786499446,0.625,0.625,0.0,0,0,0,1.803060872040606,1.7769803933906612
5,6,4.0,prompt-final-only,random_direction,random_03,12,24,0.07241698115287565,0.625,0.6666666666666666,0.04166666666666663,1,1,0,1.803060872040606,1.8754778531934815
5,6,4.0,prompt-final-only,random_direction,random_04,12,24,0.01912831452446982,0.625,0.625,0.0,0,0,0,1.803060872040606,1.8221891865650754
5,6,4.0,prompt-final-only,random_direction,random_05,12,24,-0.020318327303913215,0.625,0.625,0.0,0,0,0,1.803060872040606,1.7827425447366927
5,6,4.0,prompt-final-only,random_direction,random_06,12,24,-0.008050707742030594,0.625,0.625,0.0,0,0,0,1.803060872040606,1.7950101642985752
5,6,4.0,prompt-final-only,random_direction,random_07,12,24,-0.01593086974811131,0.625,0.625,0.0,0,0,0,1.803060872040606,1.7871300022924945
5,6,4.0,prompt-final-only,random_direction,random_08,12,24,-0.053850403853140195,0.625,0.625,0.0,0,0,0,1.803060872040606,1.7492104681874656
5,6,4.0,prompt-final-only,random_direction,random_09,12,24,-0.03894783623889253,0.625,0.625,0.0,0,0,0,1.803060872040606,1.7641130358017134
5,6,4.0,prompt-final-only,label_permutation,permutation_00,12,24,-0.044547820480342094,0.625,0.625,0.0,0,0,0,1.803060872040606,1.7585130515602636
5,6,4.0,prompt-final-only,label_permutation,permutation_01,12,24,-0.0276541256646952,0.625,0.625,0.0,0,0,0,1.803060872040606,1.7754067463759107
5,6,4.0,prompt-final-only,label_permutation,permutation_02,12,24,-0.01353058670679023,0.625,0.625,0.0,0,0,0,1.803060872040606,1.7895302853338155
5,6,4.0,prompt-final-only,label_permutation,permutation_03,12,24,-0.061259357921595536,0.625,0.625,0.0,0,0,0,1.803060872040606,1.7418015141190102
5,6,4.0,prompt-final-only,label_permutation,permutation_04,12,24,-0.011823286676422443,0.625,0.625,0.0,0,0,0,1.803060872040606,1.7912375853641835
6,6,4.0,prompt-final-only,learned_probe,learned_probe,12,24,0.0845823136953186,0.5833333333333334,0.625,0.04166666666666663,1,1,0,2.022088635453757,2.1066709491490756
6,6,4.0,prompt-final-only,random_direction,random_00,12,24,-0.017859906469877545,0.5833333333333334,0.5833333333333334,0.0,0,0,0,2.022088635453757,2.0042287289838794
6,6,4.0,prompt-final-only,random_direction,random_01,12,24,0.02099755027672164,0.5833333333333334,0.625,0.04166666666666663,1,1,0,2.022088635453757,2.0430861857304787
6,6,4.0,prompt-final-only,random_direction,random_02,12,24,0.053688709261627464,0.5833333333333334,0.625,0.04166666666666663,1,1,0,2.022088635453757,2.075777344715384
6,6,4.0,prompt-final-only,random_direction,random_03,12,24,-0.030107460662010272,0.5833333333333334,0.5833333333333334,0.0,0,0,0,2.022088635453757,1.9919811747917466
6,6,4.0,prompt-final-only,random_direction,random_04,12,24,0.003722948937380973,0.5833333333333334,0.625,0.04166666666666663,1,1,0,2.022088635453757,2.025811584391138
6,6,4.0,prompt-final-only,random_direction,random_05,12,24,0.0004917390909718508,0.5833333333333334,0.625,0.04166666666666663,1,1,0,2.022088635453757,2.022580374544729
6,6,4.0,prompt-final-only,random_direction,random_06,12,24,-0.004397801550617697,0.5833333333333334,0.5833333333333334,0.0,0,0,0,2.022088635453757,2.017690833903139
6,6,4.0,prompt-final-only,random_direction,random_07,12,24,-0.03353278017022807,0.5833333333333334,0.5833333333333334,0.0,0,0,0,2.022088635453757,1.9885558552835292
6,6,4.0,prompt-final-only,random_direction,random_08,12,24,-0.07106369566655409,0.5833333333333334,0.5833333333333334,0.0,0,0,0,2.022088635453757,1.951024939787203
6,6,4.0,prompt-final-only,random_direction,random_09,12,24,-0.006188197287034809,0.5833333333333334,0.5833333333333334,0.0,0,0,0,2.022088635453757,2.0159004381667223
6,6,4.0,prompt-final-only,label_permutation,permutation_00,12,24,0.02488089855315691,0.5833333333333334,0.625,0.04166666666666663,1,1,0,2.022088635453757,2.046969534006914
6,6,4.0,prompt-final-only,label_permutation,permutation_01,12,24,-0.00182785661634427,0.5833333333333334,0.5833333333333334,0.0,0,0,0,2.022088635453757,2.0202607788374127
6,6,4.0,prompt-final-only,label_permutation,permutation_02,12,24,-0.022351976568784775,0.5833333333333334,0.5833333333333334,0.0,0,0,0,2.022088635453757,1.9997366588849725
6,6,4.0,prompt-final-only,label_permutation,permutation_03,12,24,-0.05953093694889602,0.5833333333333334,0.5833333333333334,0.0,0,0,0,2.022088635453757,1.9625576985048612
6,6,4.0,prompt-final-only,label_permutation,permutation_04,12,24,-0.004737706592802908,0.5833333333333334,0.5833333333333334,0.0,0,0,0,2.022088635453757,2.0173509288609544
7,6,4.0,prompt-final-only,learned_probe,learned_probe,12,24,0.12492914912167585,0.7083333333333334,0.7083333333333334,0.0,0,0,0,2.211361494457906,2.336290643579582
7,6,4.0,prompt-final-only,random_direction,random_00,12,24,-0.059712709569723486,0.7083333333333334,0.7083333333333334,0.0,0,0,0,2.211361494457906,2.151648784888183
7,6,4.0,prompt-final-only,random_direction,random_01,12,24,-0.039319996373756626,0.7083333333333334,0.7083333333333334,0.0,0,0,0,2.211361494457906,2.17204149808415
7,6,4.0,prompt-final-only,random_direction,random_02,12,24,-0.06000852843269008,0.7083333333333334,0.7083333333333334,0.0,0,0,0,2.211361494457906,2.151352966025216
7,6,4.0,prompt-final-only,random_direction,random_03,12,24,-0.009622813262287977,0.7083333333333334,0.7083333333333334,0.0,0,0,0,2.211361494457906,2.2017386811956183
7,6,4.0,prompt-final-only,random_direction,random_04,12,24,0.04793055592226919,0.7083333333333334,0.7083333333333334,0.0,0,0,0,2.211361494457906,2.2592920503801754
7,6,4.0,prompt-final-only,random_direction,random_05,12,24,-0.051361826533161535,0.7083333333333334,0.7083333333333334,0.0,0,0,0,2.211361494457906,2.1599996679247444
7,6,4.0,prompt-final-only,random_direction,random_06,12,24,0.03816373215727766,0.7083333333333334,0.7083333333333334,0.0,0,0,0,2.211361494457906,2.249525226615184
7,6,4.0,prompt-final-only,random_direction,random_07,12,24,-0.059889830145152666,0.7083333333333334,0.7083333333333334,0.0,0,0,0,2.211361494457906,2.1514716643127536
7,6,4.0,prompt-final-only,random_direction,random_08,12,24,-0.0348957421337369,0.7083333333333334,0.7083333333333334,0.0,0,0,0,2.211361494457906,2.1764657523241695
7,6,4.0,prompt-final-only,random_direction,random_09,12,24,0.041885955151448974,0.7083333333333334,0.7083333333333334,0.0,0,0,0,2.211361494457906,2.2532474496093555
7,6,4.0,prompt-final-only,label_permutation,permutation_00,12,24,-0.03606012338795302,0.7083333333333334,0.7083333333333334,0.0,0,0,0,2.211361494457906,2.175301371069953
7,6,4.0,prompt-final-only,label_permutation,permutation_01,12,24,0.033395962055985606,0.7083333333333334,0.7083333333333334,0.0,0,0,0,2.211361494457906,2.244757456513892
7,6,4.0,prompt-final-only,label_permutation,permutation_02,12,24,0.10762510676571925,0.7083333333333334,0.7083333333333334,0.0,0,0,0,2.211361494457906,2.3189866012236258
7,6,4.0,prompt-final-only,label_permutation,permutation_03,12,24,0.06981394970097575,0.7083333333333334,0.7083333333333334,0.0,0,0,0,2.211361494457906,2.281175444158882
7,6,4.0,prompt-final-only,label_permutation,permutation_04,12,24,0.002054560316567718,0.7083333333333334,0.7083333333333334,0.0,0,0,0,2.211361494457906,2.213416054774474
8,6,4.0,prompt-final-only,learned_probe,learned_probe,12,24,0.10185564557299982,0.5833333333333334,0.625,0.04166666666666663,1,1,0,1.5561745645667668,1.658030210139767
8,6,4.0,prompt-final-only,random_direction,random_00,12,24,-0.07844619160454792,0.5833333333333334,0.5833333333333334,0.0,0,0,0,1.5561745645667668,1.477728372962219
8,6,4.0,prompt-final-only,random_direction,random_01,12,24,-0.03660329032092156,0.5833333333333334,0.5833333333333334,0.0,0,0,0,1.5561745645667668,1.5195712742458454
8,6,4.0,prompt-final-only,random_direction,random_02,12,24,-0.025959202698807842,0.5833333333333334,0.5833333333333334,0.0,0,0,0,1.5561745645667668,1.530215361867959
8,6,4.0,prompt-final-only,random_direction,random_03,12,24,0.010014423890988278,0.5833333333333334,0.625,0.04166666666666663,1,1,0,1.5561745645667668,1.5661889884577551
8,6,4.0,prompt-final-only,random_direction,random_04,12,24,0.06374919199020794,0.5833333333333334,0.625,0.04166666666666663,1,1,0,1.5561745645667668,1.6199237565569746
8,6,4.0,prompt-final-only,random_direction,random_05,12,24,0.015219540109905524,0.5833333333333334,0.5833333333333334,0.0,0,0,0,1.5561745645667668,1.5713941046766724
8,6,4.0,prompt-final-only,random_direction,random_06,12,24,0.0481606651727007,0.5833333333333334,0.625,0.04166666666666663,1,1,0,1.5561745645667668,1.6043352297394675
8,6,4.0,prompt-final-only,random_direction,random_07,12,24,-0.035582128788408086,0.5833333333333334,0.5833333333333334,0.0,0,0,0,1.5561745645667668,1.5205924357783587
8,6,4.0,prompt-final-only,random_direction,random_08,12,24,-0.012977162152371194,0.5833333333333334,0.5833333333333334,0.0,0,0,0,1.5561745645667668,1.5431974024143955
8,6,4.0,prompt-final-only,random_direction,random_09,12,24,0.02193525398601596,0.5833333333333334,0.625,0.04166666666666663,1,1,0,1.5561745645667668,1.578109818552783
8,6,4.0,prompt-final-only,label_permutation,permutation_00,12,24,0.027213239651377435,0.5833333333333334,0.5833333333333334,0.0,0,0,0,1.5561745645667668,1.5833878042181444
8,6,4.0,prompt-final-only,label_permutation,permutation_01,12,24,-0.021768354397909234,0.5833333333333334,0.5833333333333334,0.0,0,0,0,1.5561745645667668,1.5344062101688578
8,6,4.0,prompt-final-only,label_permutation,permutation_02,12,24,0.037544920497990984,0.5833333333333334,0.625,0.04166666666666663,1,1,0,1.5561745645667668,1.593719485064758
8,6,4.0,prompt-final-only,label_permutation,permutation_03,12,24,-0.004660873640232728,0.5833333333333334,0.5833333333333334,0.0,0,0,0,1.5561745645667668,1.5515136909265344
8,6,4.0,prompt-final-only,label_permutation,permutation_04,12,24,0.009485502723931746,0.5833333333333334,0.5833333333333334,0.0,0,0,0,1.5561745645667668,1.5656600672906986
9,6,4.0,prompt-final-only,learned_probe,learned_probe,12,24,0.13724126313035315,0.75,0.7916666666666666,0.04166666666666663,1,1,0,2.4363014966006125,2.573542759730966
9,6,4.0,prompt-final-only,random_direction,random_00,12,24,0.10135103263859896,0.75,0.7916666666666666,0.04166666666666663,1,1,0,2.4363014966006125,2.5376525292392116
9,6,4.0,prompt-final-only,random_direction,random_01,12,24,-0.06094260845040687,0.75,0.75,0.0,0,0,0,2.4363014966006125,2.3753588881502057
9,6,4.0,prompt-final-only,random_direction,random_02,12,24,0.015925670705554545,0.75,0.75,0.0,0,0,0,2.4363014966006125,2.4522271673061673
9,6,4.0,prompt-final-only,random_direction,random_03,12,24,0.04747283682865796,0.75,0.75,0.0,0,0,0,2.4363014966006125,2.4837743334292703
9,6,4.0,prompt-final-only,random_direction,random_04,12,24,-0.056662012720092546,0.75,0.75,0.0,0,0,0,2.4363014966006125,2.37963948388052
9,6,4.0,prompt-final-only,random_direction,random_05,12,24,-0.017183737438042784,0.75,0.75,0.0,0,0,0,2.4363014966006125,2.4191177591625697
9,6,4.0,prompt-final-only,random_direction,random_06,12,24,-0.06046569138448432,0.75,0.75,0.0,0,0,0,2.4363014966006125,2.3758358052161284
9,6,4.0,prompt-final-only,random_direction,random_07,12,24,-0.013212672822959959,0.75,0.75,0.0,0,0,0,2.4363014966006125,2.4230888237776527
9,6,4.0,prompt-final-only,random_direction,random_08,12,24,-0.024062702743928355,0.75,0.75,0.0,0,0,0,2.4363014966006125,2.4122387938566843
9,6,4.0,prompt-final-only,random_direction,random_09,12,24,-0.05282769851595128,0.75,0.75,0.0,0,0,0,2.4363014966006125,2.3834737980846614
9,6,4.0,prompt-final-only,label_permutation,permutation_00,12,24,0.016849775082179514,0.75,0.75,0.0,0,0,0,2.4363014966006125,2.453151271682792
9,6,4.0,prompt-final-only,label_permutation,permutation_01,12,24,-0.0365819895718435,0.75,0.75,0.0,0,0,0,2.4363014966006125,2.399719507028769
9,6,4.0,prompt-final-only,label_permutation,permutation_02,12,24,0.08519337031700865,0.75,0.7916666666666666,0.04166666666666663,1,1,0,2.4363014966006125,2.5214948669176214
9,6,4.0,prompt-final-only,label_permutation,permutation_03,12,24,-0.05626049098322659,0.75,0.75,0.0,0,0,0,2.4363014966006125,2.380041005617386
9,6,4.0,prompt-final-only,label_permutation,permutation_04,12,24,-0.07529266059419672,0.75,0.75,0.0,0,0,0,2.4363014966006125,2.361008836006416
