direction_type,position_mode,layer,seed,alpha,split,pair_id,country,correct_capital,false_capital,correct_total_logprob,false_total_logprob,correct_avg_token_logprob,false_avg_token_logprob,correct_completion_tokens,false_completion_tokens,total_margin,avg_token_margin,baseline_total_margin,baseline_avg_token_margin,delta_total_margin,delta_avg_token_margin,prefers_correct_total,prefers_correct_avg_token
learned_probe,completion-internal-only,6,42,-4.0,train,balanced_capital_argentina_chile,Chile,Santiago,Buenos Aires,-7.224721908569336,-10.270068873069249,-7.224721908569336,-5.1350344365346245,1,2,3.045346964499913,-2.0896874720347114,3.045365314173978,-2.0896749593375716,-1.8349674064666033e-05,-1.2512697139754891e-05,1,0
learned_probe,completion-internal-only,6,42,-4.0,train,balanced_capital_india_china,China,Beijing,New Delhi,-5.577747344970703,-9.88740074634552,-5.577747344970703,-4.94370037317276,1,2,4.309653401374817,-0.6340469717979431,4.296523332595825,-0.640609622001648,0.0131300687789917,0.006562650203704834,1,0
learned_probe,completion-internal-only,6,42,-4.0,train,balanced_capital_peru_colombia,Colombia,Bogota,Lima,-8.136536836624146,-10.12820816040039,-4.068268418312073,-10.12820816040039,2,1,1.9916713237762451,6.059939742088318,1.922817051410675,6.025517374277115,0.06885427236557007,0.034422367811203,1,1
learned_probe,completion-internal-only,6,42,-4.0,test,balanced_capital_costa_rica_panama,Costa Rica,San Jose,Panama City,-10.177657842636108,-9.47921633720398,-5.088828921318054,-4.73960816860199,2,2,-0.6984415054321289,-0.34922075271606445,-0.7697348594665527,-0.38486742973327637,0.07129335403442383,0.035646677017211914,0,0
learned_probe,completion-internal-only,6,42,-4.0,train,balanced_capital_laos_cuba,Cuba,Havana,Vientiane,-7.244464874267578,-12.322318136692047,-7.244464874267578,-4.107439378897349,1,3,5.077853262424469,-3.137025495370229,4.876080572605133,-3.2042821049690247,0.20177268981933594,0.06725660959879587,1,0
learned_probe,completion-internal-only,6,42,-4.0,train,balanced_capital_czech_republic_hungary,Czech Republic,Prague,Budapest,-7.260631084442139,-7.249451160430908,-7.260631084442139,-7.249451160430908,1,1,-0.011179924011230469,-0.011179924011230469,-0.01117706298828125,-0.01117706298828125,-2.86102294921875e-06,-2.86102294921875e-06,0,0
learned_probe,completion-internal-only,6,42,-4.0,test,balanced_capital_denmark_ireland,Denmark,Copenhagen,Dublin,-6.673635959625244,-9.5394287109375,-6.673635959625244,-9.5394287109375,1,1,2.865792751312256,2.865792751312256,2.8657898902893066,2.8657898902893066,2.86102294921875e-06,2.86102294921875e-06,1,1
learned_probe,completion-internal-only,6,42,-4.0,train,balanced_capital_jamaica_dominican_republic,Dominican Republic,Santo Domingo,Kingston,-10.331664951052517,-13.94093132019043,-2.0663329902105034,-13.94093132019043,5,1,3.609266369137913,11.874598329979927,3.6271372872870415,11.878175565367565,-0.017870918149128556,-0.0035772353876382113,1,1
learned_probe,completion-internal-only,6,42,-4.0,train,balanced_capital_ecuador_saudi_arabia,Ecuador,Quito,Riyadh,-11.415839485824108,-12.208267211914062,-5.707919742912054,-12.208267211914062,2,1,0.7924277260899544,6.500347469002008,0.7931522689759731,6.500711647793651,-0.000724542886018753,-0.000364178791642189,1,1
learned_probe,completion-internal-only,6,42,-4.0,train,balanced_capital_turkey_egypt,Egypt,Cairo,Ankara,-5.41677188873291,-10.101929664611816,-5.41677188873291,-10.101929664611816,1,1,4.685157775878906,4.685157775878906,4.6851582527160645,4.6851582527160645,-4.76837158203125e-07,-4.76837158203125e-07,1,1
learned_probe,completion-internal-only,6,42,-4.0,train,balanced_capital_ethiopia_nigeria,Ethiopia,Addis Ababa,Abuja,-11.515086853378307,-10.753201365470886,-2.8787717133445767,-5.376600682735443,4,2,-0.7618854879074206,2.4978289693908664,-0.8062763428074504,2.4723658806238973,0.04439085490002981,0.025463088766969122,0,1
learned_probe,completion-internal-only,6,42,-4.0,train,balanced_capital_sweden_finland,Finland,Helsinki,Stockholm,-6.2866926193237305,-8.492694854736328,-6.2866926193237305,-8.492694854736328,1,1,2.2060022354125977,2.2060022354125977,2.2060022354125977,2.2060022354125977,0.0,0.0,1,1
learned_probe,completion-internal-only,6,42,-4.0,train,balanced_capital_france_germany,France,Paris,Berlin,-6.419764041900635,-8.274322509765625,-6.419764041900635,-8.274322509765625,1,1,1.8545584678649902,1.8545584678649902,1.8545551300048828,1.8545551300048828,3.337860107421875e-06,3.337860107421875e-06,1,1
learned_probe,completion-internal-only,6,42,-4.0,train,balanced_capital_france_germany,Germany,Berlin,Paris,-5.19455099105835,-8.426084518432617,-5.19455099105835,-8.426084518432617,1,1,3.2315335273742676,3.2315335273742676,3.23153018951416,3.23153018951416,3.337860107421875e-06,3.337860107421875e-06,1,1
learned_probe,completion-internal-only,6,42,-4.0,train,balanced_capital_ghana_south_africa,Ghana,Accra,Pretoria,-11.121748857200146,-12.619855749653652,-5.560874428600073,-6.309927874826826,2,2,1.4981068924535066,0.7490534462267533,1.4959781838115305,0.7479890919057652,0.002128708641976118,0.001064354320988059,1,1
learned_probe,completion-internal-only,6,42,-4.0,test,balanced_capital_greece_norway,Greece,Athens,Oslo,-3.95487904548645,-15.18104076385498,-3.95487904548645,-15.18104076385498,1,1,11.22616171836853,11.22616171836853,11.226164102554321,11.226164102554321,-2.384185791015625e-06,-2.384185791015625e-06,1,1
learned_probe,completion-internal-only,6,42,-4.0,train,balanced_capital_czech_republic_hungary,Hungary,Budapest,Prague,-5.220820426940918,-9.377008438110352,-5.220820426940918,-9.377008438110352,1,1,4.156188011169434,4.156188011169434,4.156188011169434,4.156188011169434,0.0,0.0,1,1
learned_probe,completion-internal-only,6,42,-4.0,test,balanced_capital_united_kingdom_iceland,Iceland,Reykjavik,London,-7.608668131011655,-9.011295318603516,-1.9021670327529137,-9.011295318603516,4,1,1.402627187591861,7.109128285850602,1.4369848035712494,7.117717689845449,-0.034357615979388356,-0.008589403994847089,1,1
learned_probe,completion-internal-only,6,42,-4.0,train,balanced_capital_india_china,India,New Delhi,Beijing,-8.115380942821503,-8.848840713500977,-4.057690471410751,-8.848840713500977,2,1,0.7334597706794739,4.791150242090225,0.743744008243084,4.79629236087203,-0.010284237563610077,-0.0051421187818050385,1,1
learned_probe,completion-internal-only,6,42,-4.0,test,balanced_capital_indonesia_malaysia,Indonesia,Jakarta,Kuala Lumpur,-6.333601951599121,-9.118399983271956,-6.333601951599121,-4.559199991635978,1,2,2.7847980316728354,-1.7744019599631429,2.7840884481556714,-1.7747577053960413,0.0007095835171639919,0.0003557454328984022,1,0
learned_probe,completion-internal-only,6,42,-4.0,train,balanced_capital_iran_iraq,Iran,Tehran,Baghdad,-5.1470184326171875,-9.229068756103516,-5.1470184326171875,-9.229068756103516,1,1,4.082050323486328,4.082050323486328,4.0820512771606445,4.0820512771606445,-9.5367431640625e-07,-9.5367431640625e-07,1,1
learned_probe,completion-internal-only,6,42,-4.0,train,balanced_capital_iran_iraq,Iraq,Baghdad,Tehran,-6.466004848480225,-8.603900909423828,-6.466004848480225,-8.603900909423828,1,1,2.1378960609436035,2.1378960609436035,2.1379013061523438,2.1379013061523438,-5.245208740234375e-06,-5.245208740234375e-06,1,1
learned_probe,completion-internal-only,6,42,-4.0,test,balanced_capital_denmark_ireland,Ireland,Dublin,Copenhagen,-5.298725128173828,-12.246940612792969,-5.298725128173828,-12.246940612792969,1,1,6.948215484619141,6.948215484619141,6.948220252990723,6.948220252990723,-4.76837158203125e-06,-4.76837158203125e-06,1,1
learned_probe,completion-internal-only,6,42,-4.0,test,balanced_capital_israel_jordan,Israel,Jerusalem,Amman,-6.3814191818237305,-9.99304461479187,-6.3814191818237305,-4.996522307395935,1,2,3.6116254329681396,-1.3848968744277954,3.4701010286808014,-1.4556616991758347,0.14152440428733826,0.07076482474803925,1,0
learned_probe,completion-internal-only,6,42,-4.0,train,balanced_capital_italy_spain,Italy,Rome,Madrid,-4.1826090812683105,-7.914287090301514,-4.1826090812683105,-7.914287090301514,1,1,3.731678009033203,3.731678009033203,3.731682777404785,3.731682777404785,-4.76837158203125e-06,-4.76837158203125e-06,1,1
learned_probe,completion-internal-only,6,42,-4.0,train,balanced_capital_jamaica_dominican_republic,Jamaica,Kingston,Santo Domingo,-8.538199424743652,-11.481552048586309,-8.538199424743652,-2.296310409717262,1,5,2.9433526238426566,-6.24188901502639,2.9449817277491093,-6.241562431305647,-0.0016291039064526558,-0.00032658372074312325,1,0
learned_probe,completion-internal-only,6,42,-4.0,train,balanced_capital_japan_south_korea,Japan,Tokyo,Seoul,-5.058139801025391,-8.6534423828125,-5.058139801025391,-8.6534423828125,1,1,3.5953025817871094,3.5953025817871094,3.5952982902526855,3.5952982902526855,4.291534423828125e-06,4.291534423828125e-06,1,1
learned_probe,completion-internal-only,6,42,-4.0,test,balanced_capital_israel_jordan,Jordan,Amman,Jerusalem,-7.927614286541939,-7.7778496742248535,-3.9638071432709694,-7.7778496742248535,2,1,-0.14976461231708527,3.814042530953884,-0.12421479821205139,3.8268191069364548,-0.025549814105033875,-0.012776575982570648,0,1
learned_probe,completion-internal-only,6,42,-4.0,train,balanced_capital_afghanistan_kazakhstan,Kazakhstan,Astana,Kabul,-8.990596272051334,-9.993854522705078,-4.495298136025667,-9.993854522705078,2,1,1.0032582506537437,5.498556386679411,0.9983747266232967,5.496113670989871,0.004883524030447006,0.0024427156895399094,1,1
learned_probe,completion-internal-only,6,42,-4.0,train,balanced_capital_morocco_kenya,Kenya,Nairobi,Rabat,-7.48236502322834,-10.922795504331589,-2.4941216744094468,-5.461397752165794,3,2,3.440430481103249,2.9672760777563476,3.4644984033948276,2.978944426683787,-0.024067922291578725,-0.011668348927439176,1,1
learned_probe,completion-internal-only,6,42,-4.0,train,balanced_capital_laos_cuba,Laos,Vientiane,Havana,-9.828680281993002,-12.593445777893066,-3.276226760664334,-12.593445777893066,3,1,2.7647654959000647,9.317219017228732,2.7982666715979576,9.328386075794697,-0.033501175697892904,-0.011167058565964894,1,1
learned_probe,completion-internal-only,6,42,-4.0,train,balanced_capital_lebanon_pakistan,Lebanon,Beirut,Islamabad,-7.276764869689941,-11.063253402709961,-7.276764869689941,-11.063253402709961,1,1,3.7864885330200195,3.7864885330200195,3.7864866256713867,3.7864866256713867,1.9073486328125e-06,1.9073486328125e-06,1,1
learned_probe,completion-internal-only,6,42,-4.0,test,balanced_capital_indonesia_malaysia,Malaysia,Kuala Lumpur,Jakarta,-7.0943118801224045,-8.332540512084961,-3.5471559400612023,-8.332540512084961,2,1,1.2382286319625564,4.785384572023759,1.238314293557778,4.7854274028213695,-8.566159522160888e-05,-4.283079761080444e-05,1,1
learned_probe,completion-internal-only,6,42,-4.0,train,balanced_capital_mexico_brazil,Mexico,Mexico City,Brasilia,-5.270205229520798,-12.634653747081757,-2.635102614760399,-6.317326873540878,2,2,7.364448517560959,3.6822242587804794,7.3557634353637695,3.6778817176818848,0.008685082197189331,0.0043425410985946655,1,1
learned_probe,completion-internal-only,6,42,-4.0,test,balanced_capital_mongolia_nepal,Mongolia,Ulaanbaatar,Kathmandu,-9.9590210133465,-12.096626780916267,-1.9918042026693001,-4.032208926972089,5,3,2.1376057675697666,2.040404724302789,2.1944355361638372,2.0521232245919845,-0.05682976859407063,-0.011718500289195521,1,1
learned_probe,completion-internal-only,6,42,-4.0,train,balanced_capital_morocco_kenya,Morocco,Rabat,Nairobi,-9.878593415021896,-10.804435714497231,-4.939296707510948,-3.601478571499077,2,3,0.9258422994753346,-1.337818136011871,0.9916104787262157,-1.3183248651136332,-0.06576817925088108,-0.019493270898237824,1,0
learned_probe,completion-internal-only,6,42,-4.0,test,balanced_capital_myanmar_cambodia,Myanmar,Naypyidaw,Phnom Penh,-13.1407920261845,-10.725903327809647,-3.285198006546125,-2.6814758319524117,4,4,-2.4148886983748525,-0.6037221745937131,-2.757440675952239,-0.6893601689880597,0.3425519775773864,0.0856379943943466,0,0
learned_probe,completion-internal-only,6,42,-4.0,test,balanced_capital_mongolia_nepal,Nepal,Kathmandu,Ulaanbaatar,-8.640151129589867,-11.618863120675087,-2.880050376529956,-2.3237726241350174,3,5,2.97871199108522,-0.5562777523949385,2.86263417551163,-0.5794913610261574,0.11607781557358976,0.023213608631218907,1,0
learned_probe,completion-internal-only,6,42,-4.0,train,balanced_capital_portugal_netherlands,Netherlands,Amsterdam,Lisbon,-5.697160720825195,-10.486673355102539,-5.697160720825195,-10.486673355102539,1,1,4.789512634277344,4.789512634277344,4.789510726928711,4.789510726928711,1.9073486328125e-06,1.9073486328125e-06,1,1
learned_probe,completion-internal-only,6,42,-4.0,train,balanced_capital_australia_new_zealand,New Zealand,Wellington,Canberra,-8.271430969238281,-8.653436660766602,-8.271430969238281,-8.653436660766602,1,1,0.3820056915283203,0.3820056915283203,0.3820066452026367,0.3820066452026367,-9.5367431640625e-07,-9.5367431640625e-07,1,1
learned_probe,completion-internal-only,6,42,-4.0,train,balanced_capital_ethiopia_nigeria,Nigeria,Abuja,Addis Ababa,-7.945849284529686,-12.358892974390983,-3.972924642264843,-3.0897232435977457,2,4,4.413043689861297,-0.8832013986670972,4.378386056941963,-0.8897124512686787,0.03465763291933399,0.0065110526015814685,1,0
learned_probe,completion-internal-only,6,42,-4.0,test,balanced_capital_greece_norway,Norway,Oslo,Athens,-8.535459518432617,-8.98202133178711,-8.535459518432617,-8.98202133178711,1,1,0.4465618133544922,0.4465618133544922,0.4465627670288086,0.4465627670288086,-9.5367431640625e-07,-9.5367431640625e-07,1,1
learned_probe,completion-internal-only,6,42,-4.0,train,balanced_capital_lebanon_pakistan,Pakistan,Islamabad,Beirut,-5.483670234680176,-12.358158111572266,-5.483670234680176,-12.358158111572266,1,1,6.87448787689209,6.87448787689209,6.874488830566406,6.874488830566406,-9.5367431640625e-07,-9.5367431640625e-07,1,1
learned_probe,completion-internal-only,6,42,-4.0,test,balanced_capital_costa_rica_panama,Panama,Panama City,San Jose,-6.301007032394409,-10.889986515045166,-3.1505035161972046,-5.444993257522583,2,2,4.588979482650757,2.2944897413253784,4.631812810897827,2.3159064054489136,-0.04283332824707031,-0.021416664123535156,1,1
learned_probe,completion-internal-only,6,42,-4.0,test,balanced_capital_paraguay_bolivia,Paraguay,Asuncion,Sucre,-13.819148246198893,-16.775811195373535,-4.6063827487329645,-8.387905597686768,3,2,2.9566629491746426,3.781522848953803,3.0162593442946672,3.8011425243069725,-0.05959639512002468,-0.01961967535316944,1,1
learned_probe,completion-internal-only,6,42,-4.0,train,balanced_capital_peru_colombia,Peru,Lima,Bogota,-9.596824645996094,-10.956809759140015,-9.596824645996094,-5.478404879570007,1,2,1.359985113143921,-4.118419766426086,1.3940417766571045,-4.101392388343811,-0.034056663513183594,-0.01702737808227539,1,0
learned_probe,completion-internal-only,6,42,-4.0,train,balanced_capital_singapore_philippines,Philippines,Manila,Singapore,-5.012421607971191,-8.01315975189209,-5.012421607971191,-8.01315975189209,1,1,3.0007381439208984,3.0007381439208984,3.0007424354553223,3.0007424354553223,-4.291534423828125e-06,-4.291534423828125e-06,1,1
learned_probe,completion-internal-only,6,42,-4.0,test,balanced_capital_switzerland_poland,Poland,Warsaw,Bern,-4.1487884521484375,-12.39332103729248,-4.1487884521484375,-12.39332103729248,1,1,8.244532585144043,8.244532585144043,8.244527816772461,8.244527816772461,4.76837158203125e-06,4.76837158203125e-06,1,1
learned_probe,completion-internal-only,6,42,-4.0,train,balanced_capital_portugal_netherlands,Portugal,Lisbon,Amsterdam,-5.803012847900391,-8.095747947692871,-5.803012847900391,-8.095747947692871,1,1,2.2927350997924805,2.2927350997924805,2.2927346229553223,2.2927346229553223,4.76837158203125e-07,4.76837158203125e-07,1,1
learned_probe,completion-internal-only,6,42,-4.0,test,balanced_capital_russia_ukraine,Russia,Moscow,Kyiv,-5.2736124992370605,-9.459914029575884,-5.2736124992370605,-4.729957014787942,1,2,4.186301530338824,-0.5436554844491184,4.187724865972996,-0.542947631329298,-0.0014233356341719627,-0.0007078531198203564,1,0
learned_probe,completion-internal-only,6,42,-4.0,train,balanced_capital_ecuador_saudi_arabia,Saudi Arabia,Riyadh,Quito,-7.438835144042969,-15.349306583404541,-7.438835144042969,-7.6746532917022705,1,2,7.910471439361572,0.23581814765930176,7.928699016571045,0.24493098258972168,-0.018227577209472656,-0.009112834930419922,1,1
learned_probe,completion-internal-only,6,42,-4.0,train,balanced_capital_singapore_philippines,Singapore,Singapore,Manila,-5.444190979003906,-7.805824279785156,-5.444190979003906,-7.805824279785156,1,1,2.36163330078125,2.36163330078125,2.36163330078125,2.36163330078125,0.0,0.0,1,1
learned_probe,completion-internal-only,6,42,-4.0,train,balanced_capital_ghana_south_africa,South Africa,Pretoria,Accra,-11.76711873873137,-12.599113777279854,-5.883559369365685,-6.299556888639927,2,2,0.8319950385484844,0.4159975192742422,0.8376685371040367,0.41883426855201833,-0.005673498555552214,-0.002836749277776107,1,1
learned_probe,completion-internal-only,6,42,-4.0,train,balanced_capital_japan_south_korea,South Korea,Seoul,Tokyo,-6.416394233703613,-7.659003257751465,-6.416394233703613,-7.659003257751465,1,1,1.2426090240478516,1.2426090240478516,1.2426071166992188,1.2426071166992188,1.9073486328125e-06,1.9073486328125e-06,1,1
learned_probe,completion-internal-only,6,42,-4.0,train,balanced_capital_italy_spain,Spain,Madrid,Rome,-4.327966690063477,-6.262036323547363,-4.327966690063477,-6.262036323547363,1,1,1.9340696334838867,1.9340696334838867,1.9340696334838867,1.9340696334838867,0.0,0.0,1,1
learned_probe,completion-internal-only,6,42,-4.0,train,balanced_capital_bangladesh_sri_lanka,Sri Lanka,Sri Jayawardenepura Kotte,Dhaka,-49.40550899505615,-8.763466373085976,-6.175688624382019,-4.381733186542988,8,2,-40.64204262197018,-1.7939554378390312,-40.32698130607605,-1.756699413061142,-0.3150613158941269,-0.03725602477788925,0,0
learned_probe,completion-internal-only,6,42,-4.0,train,balanced_capital_sweden_finland,Sweden,Stockholm,Helsinki,-7.845137596130371,-9.687925338745117,-7.845137596130371,-9.687925338745117,1,1,1.842787742614746,1.842787742614746,1.842785358428955,1.842785358428955,2.384185791015625e-06,2.384185791015625e-06,1,1
learned_probe,completion-internal-only,6,42,-4.0,test,balanced_capital_switzerland_poland,Switzerland,Bern,Warsaw,-11.112585067749023,-9.525762557983398,-11.112585067749023,-9.525762557983398,1,1,-1.586822509765625,-1.586822509765625,-1.586827278137207,-1.586827278137207,4.76837158203125e-06,4.76837158203125e-06,0,0
learned_probe,completion-internal-only,6,42,-4.0,train,balanced_capital_thailand_vietnam,Thailand,Bangkok,Hanoi,-5.806757926940918,-8.070298331760569,-5.806757926940918,-2.6900994439201895,1,3,2.2635404048196506,-3.1166584830207285,2.195996898721205,-3.139172349270666,0.0675435060984455,0.022513866249937564,1,0
learned_probe,completion-internal-only,6,42,-4.0,train,balanced_capital_turkey_egypt,Turkey,Ankara,Cairo,-6.191247940063477,-9.399454116821289,-6.191247940063477,-9.399454116821289,1,1,3.2082061767578125,3.2082061767578125,3.208207130432129,3.208207130432129,-9.5367431640625e-07,-9.5367431640625e-07,1,1
learned_probe,completion-internal-only,6,42,-4.0,test,balanced_capital_russia_ukraine,Ukraine,Kyiv,Moscow,-7.813685426546726,-6.338794708251953,-3.906842713273363,-6.338794708251953,2,1,-1.4748907182947733,2.43195199497859,-1.4750247115734965,2.4318849983392283,0.0001339932787232101,6.699663936160505e-05,0,1
learned_probe,completion-internal-only,6,42,-4.0,test,balanced_capital_united_kingdom_iceland,United Kingdom,London,Reykjavik,-5.802556037902832,-12.872400465188548,-5.802556037902832,-3.218100116297137,1,4,7.069844427285716,-2.584455921605695,7.038072147173807,-2.592398276377935,0.03177228011190891,0.007942354772239923,1,0
learned_probe,completion-internal-only,6,42,-4.0,train,balanced_capital_canada_united_states,United States,"Washington, D.C.",Ottawa,-8.811071843723767,-9.938730239868164,-1.4685119739539612,-9.938730239868164,6,1,1.1276583961443976,8.470218265914204,1.1673504418577068,8.476832812137824,-0.0396920457133092,-0.00661454622362001,1,1
learned_probe,completion-internal-only,6,42,-4.0,train,balanced_capital_venezuela_uruguay,Uruguay,Montevideo,Caracas,-8.383970978669822,-11.246177911758423,-4.191985489334911,-5.623088955879211,2,2,2.8622069330886006,1.4311034665443003,2.8220115434378386,1.4110057717189193,0.04019538965076208,0.02009769482538104,1,1
learned_probe,completion-internal-only,6,42,-4.0,train,balanced_capital_venezuela_uruguay,Venezuela,Caracas,Montevideo,-10.121968267019838,-12.031751066446304,-5.060984133509919,-6.015875533223152,2,2,1.9097827994264662,0.9548913997132331,1.902329423930496,0.951164711965248,0.007453375495970249,0.0037266877479851246,1,1
learned_probe,completion-internal-only,6,42,-4.0,train,balanced_capital_thailand_vietnam,Vietnam,Hanoi,Bangkok,-6.909141036565416,-8.50387191772461,-2.303047012188472,-8.50387191772461,3,1,1.5947308811591938,6.2008249055361375,1.5972700364072807,6.201671290618833,-0.0025391552480868995,-0.0008463850826956332,1,1
learned_probe,completion-internal-only,6,42,0.0,train,balanced_capital_afghanistan_kazakhstan,Afghanistan,Kabul,Astana,-6.487129211425781,-12.493720144033432,-6.487129211425781,-6.246860072016716,1,2,6.006590932607651,-0.24026913940906525,6.006590932607651,-0.24026913940906525,0.0,0.0,1,0
learned_probe,completion-internal-only,6,42,0.0,train,balanced_capital_argentina_chile,Argentina,Buenos Aires,Santiago,-8.067820664844476,-9.167981147766113,-4.033910332422238,-9.167981147766113,2,1,1.1001604829216376,5.134070815343875,1.1001604829216376,5.134070815343875,0.0,0.0,1,1
learned_probe,completion-internal-only,6,42,0.0,train,balanced_capital_australia_new_zealand,Australia,Canberra,Wellington,-7.01865291595459,-9.896699905395508,-7.01865291595459,-9.896699905395508,1,1,2.878046989440918,2.878046989440918,2.878046989440918,2.878046989440918,0.0,0.0,1,1
learned_probe,completion-internal-only,6,42,0.0,test,balanced_capital_belgium_austria,Austria,Vienna,Brussels,-7.675661087036133,-9.458610534667969,-7.675661087036133,-9.458610534667969,1,1,1.782949447631836,1.782949447631836,1.782949447631836,1.782949447631836,0.0,0.0,1,1
learned_probe,completion-internal-only,6,42,0.0,train,balanced_capital_bangladesh_sri_lanka,Bangladesh,Dhaka,Sri Jayawardenepura Kotte,-7.552940011024475,-55.61176156997681,-3.7764700055122375,-6.951470196247101,2,8,48.05882155895233,3.1750001907348633,48.05882155895233,3.1750001907348633,0.0,0.0,1,1
learned_probe,completion-internal-only,6,42,0.0,test,balanced_capital_belgium_austria,Belgium,Brussels,Vienna,-6.8810601234436035,-9.779264450073242,-6.8810601234436035,-9.779264450073242,1,1,2.8982043266296387,2.8982043266296387,2.8982043266296387,2.8982043266296387,0.0,0.0,1,1
learned_probe,completion-internal-only,6,42,0.0,test,balanced_capital_paraguay_bolivia,Bolivia,Sucre,Asuncion,-16.443432450294495,-13.022732749581337,-8.221716225147247,-4.340910916527112,2,3,-3.4206997007131577,-3.8808053086201353,-3.4206997007131577,-3.8808053086201353,0.0,0.0,0,0
learned_probe,completion-internal-only,6,42,0.0,train,balanced_capital_mexico_brazil,Brazil,Brasilia,Mexico City,-8.404589682817459,-8.140064239501953,-4.2022948414087296,-4.070032119750977,2,2,-0.264525443315506,-0.132262721657753,-0.264525443315506,-0.132262721657753,0.0,0.0,0,0
learned_probe,completion-internal-only,6,42,0.0,test,balanced_capital_myanmar_cambodia,Cambodia,Phnom Penh,Naypyidaw,-8.44693994478439,-19.01108354330063,-2.1117349861960975,-4.752770885825157,4,4,10.564143598516239,2.6410358996290597,10.564143598516239,2.6410358996290597,0.0,0.0,1,1
learned_probe,completion-internal-only,6,42,0.0,train,balanced_capital_canada_united_states,Canada,Ottawa,"Washington, D.C.",-7.460072040557861,-11.395223360392265,-7.460072040557861,-1.8992038933987108,1,6,3.9351513198344037,-5.560868147159151,3.9351513198344037,-5.560868147159151,0.0,0.0,1,0
learned_probe,completion-internal-only,6,42,0.0,train,balanced_capital_argentina_chile,Chile,Santiago,Buenos Aires,-7.224721908569336,-10.270085315394681,-7.224721908569336,-5.1350426576973405,1,2,3.045363406825345,-2.0896792508719955,3.045363406825345,-2.0896792508719955,0.0,0.0,1,0
