direction_type,layer,seed,alpha,split,pair_id,country,correct_capital,false_capital,correct_total_logprob,false_total_logprob,correct_avg_token_logprob,false_avg_token_logprob,correct_completion_tokens,false_completion_tokens,total_margin,avg_token_margin,baseline_total_margin,baseline_avg_token_margin,delta_total_margin,observed_delta_avg_token_margin,prefers_correct_total,prefers_correct_avg_token,layer_projection,seed_projection,correct_capital_projection,false_capital_projection,correct_completion_tokens_projection,false_completion_tokens_projection,correct_unembedding_projection_avg,false_unembedding_projection_avg,unembedding_projection_margin,projection_note,predicted_delta_avg_token_margin,projection_residual_observed_minus_predicted
learned_probe,6,42,-4.0,train,balanced_capital_ethiopia_nigeria,Ethiopia,Addis Ababa,Abuja,-11.907520535368349,-11.033761739730837,-2.976880133842087,-5.5168808698654175,4,2,-0.8737587956375137,2.5400007360233303,-0.8062763428074504,2.4723658806238973,-0.0674824528300632,0.067634855399433,0,1,6,42,Addis Ababa,Abuja,4,2,-0.039474815130233765,0.014775406569242477,-0.05425022169947624,static W_U projection of the steering direction; ignores final layernorm and downstream layers,0.21700088679790497,-0.149366031398472
learned_probe,6,42,-4.0,train,balanced_capital_sweden_finland,Finland,Helsinki,Stockholm,-6.7649431228637695,-8.87889289855957,-6.7649431228637695,-8.87889289855957,1,1,2.113949775695801,2.113949775695801,2.2060022354125977,2.2060022354125977,-0.0920524597167968,-0.0920524597167968,1,1,6,42,Helsinki,Stockholm,1,1,0.06610170751810074,0.05422498658299446,0.011876720935106277,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-0.04750688374042511,-0.044545575976371696
learned_probe,6,42,-4.0,train,balanced_capital_france_germany,France,Paris,Berlin,-6.868958473205566,-8.511608123779297,-6.868958473205566,-8.511608123779297,1,1,1.6426496505737305,1.6426496505737305,1.8545551300048828,1.8545551300048828,-0.2119054794311523,-0.2119054794311523,1,1,6,42,Paris,Berlin,1,1,-0.05662839114665985,-0.03155697137117386,-0.025071419775485992,static W_U projection of the steering direction; ignores final layernorm and downstream layers,0.10028567910194397,-0.31219115853309626
learned_probe,6,42,-4.0,train,balanced_capital_france_germany,Germany,Berlin,Paris,-5.617038726806641,-8.640897750854492,-5.617038726806641,-8.640897750854492,1,1,3.023859024047852,3.023859024047852,3.23153018951416,3.23153018951416,-0.2076711654663086,-0.2076711654663086,1,1,6,42,Berlin,Paris,1,1,-0.03155697137117386,-0.05662839114665985,0.025071419775485992,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-0.10028567910194397,-0.10738548636436462
learned_probe,6,42,-4.0,train,balanced_capital_ghana_south_africa,Ghana,Accra,Pretoria,-11.65561904758215,-13.076341586885974,-5.827809523791075,-6.538170793442987,2,2,1.4207225393038243,0.7103612696519122,1.4959781838115305,0.7479890919057652,-0.0752556445077061,-0.037627822253853,1,1,6,42,Accra,Pretoria,2,2,0.04747354984283447,-0.0023835673928260803,0.04985711723566055,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-0.1994284689426422,0.1618006466887892
learned_probe,6,42,-4.0,test,balanced_capital_greece_norway,Greece,Athens,Oslo,-4.351628303527832,-15.320207595825195,-4.351628303527832,-15.320207595825195,1,1,10.968579292297363,10.968579292297363,11.22616410255432,11.22616410255432,-0.257584810256958,-0.257584810256958,1,1,6,42,Athens,Oslo,1,1,0.05459938570857048,0.10359842330217361,-0.048999037593603134,static W_U projection of the steering direction; ignores final layernorm and downstream layers,0.19599615037441254,-0.45358096063137054
learned_probe,6,42,-4.0,train,balanced_capital_czech_republic_hungary,Hungary,Budapest,Prague,-5.729392528533936,-9.721109390258787,-5.729392528533936,-9.721109390258787,1,1,3.9917168617248535,3.9917168617248535,4.156188011169434,4.156188011169434,-0.16447114944458,-0.16447114944458,1,1,6,42,Budapest,Prague,1,1,-0.06528834253549576,-0.058353085070848465,-0.006935257464647293,static W_U projection of the steering direction; ignores final layernorm and downstream layers,0.027741029858589172,-0.19221217930316917
learned_probe,6,42,-4.0,test,balanced_capital_united_kingdom_iceland,Iceland,Reykjavik,London,-8.113585350773064,-9.07165813446045,-2.028396337693266,-9.07165813446045,4,1,0.9580727836873848,7.043261796767183,1.4369848035712494,7.117717689845449,-0.4789120198838645,-0.0744558930782659,1,1,6,42,Reykjavik,London,4,1,0.14481671154499054,-0.059295766055583954,0.2041124776005745,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-0.816449910402298,0.741994017324032
learned_probe,6,42,-4.0,train,balanced_capital_india_china,India,New Delhi,Beijing,-8.3751879632473,-9.03180694580078,-4.18759398162365,-9.03180694580078,2,1,0.6566189825534821,4.844212964177132,0.743744008243084,4.79629236087203,-0.0871250256896019,0.0479206033051013,1,1,6,42,New Delhi,Beijing,2,1,0.06987158209085464,0.08028274029493332,-0.010411158204078674,static W_U projection of the steering direction; ignores final layernorm and downstream layers,0.0416446328163147,0.0062759704887866
learned_probe,6,42,-4.0,test,balanced_capital_indonesia_malaysia,Indonesia,Jakarta,Kuala Lumpur,-6.71669864654541,-9.647078421432523,-6.71669864654541,-4.823539210716263,1,2,2.9303797748871148,-1.893159435829148,2.784088448155672,-1.7747577053960413,0.1462913267314434,-0.1184017304331064,1,0,6,42,Jakarta,Kuala Lumpur,1,2,0.10571414977312088,0.42093098163604736,-0.3152168318629265,static W_U projection of the steering direction; ignores final layernorm and downstream layers,1.260867327451706,-1.3792690578848124
learned_probe,6,42,-4.0,train,balanced_capital_iran_iraq,Iran,Tehran,Baghdad,-5.420112609863281,-9.494580268859863,-5.420112609863281,-9.494580268859863,1,1,4.074467658996582,4.074467658996582,4.0820512771606445,4.0820512771606445,-0.0075836181640625,-0.0075836181640625,1,1,6,42,Tehran,Baghdad,1,1,-0.10183637589216232,0.13127945363521576,-0.23311582952737808,static W_U projection of the steering direction; ignores final layernorm and downstream layers,0.9324633181095123,-0.9400469362735748
learned_probe,6,42,-4.0,train,balanced_capital_iran_iraq,Iraq,Baghdad,Tehran,-6.838713645935059,-8.723984718322754,-6.838713645935059,-8.723984718322754,1,1,1.8852710723876955,1.8852710723876955,2.137901306152344,2.137901306152344,-0.2526302337646484,-0.2526302337646484,1,1,6,42,Baghdad,Tehran,1,1,0.13127945363521576,-0.10183637589216232,0.23311582952737808,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-0.9324633181095123,0.6798330843448639
learned_probe,6,42,-4.0,test,balanced_capital_denmark_ireland,Ireland,Dublin,Copenhagen,-5.729784965515137,-12.400646209716797,-5.729784965515137,-12.400646209716797,1,1,6.67086124420166,6.67086124420166,6.948220252990723,6.948220252990723,-0.2773590087890625,-0.2773590087890625,1,1,6,42,Dublin,Copenhagen,1,1,0.022937938570976257,0.06747929006814957,-0.04454135149717331,static W_U projection of the steering direction; ignores final layernorm and downstream layers,0.17816540598869324,-0.45552441477775574
learned_probe,6,42,-4.0,test,balanced_capital_israel_jordan,Israel,Jerusalem,Amman,-6.698520660400391,-10.30270254611969,-6.698520660400391,-5.151351273059845,1,2,3.6041818857192993,-1.5471693873405457,3.4701010286808014,-1.4556616991758349,0.1340808570384979,-0.091507688164711,1,0,6,42,Jerusalem,Amman,1,2,0.1061166450381279,-0.08605185151100159,0.19216849654912949,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-0.7686739861965179,0.677166298031807
learned_probe,6,42,-4.0,train,balanced_capital_italy_spain,Italy,Rome,Madrid,-4.625650405883789,-8.19047737121582,-4.625650405883789,-8.19047737121582,1,1,3.5648269653320312,3.5648269653320312,3.731682777404785,3.731682777404785,-0.1668558120727539,-0.1668558120727539,1,1,6,42,Rome,Madrid,1,1,-0.21196402609348297,0.0955004096031189,-0.30746443569660187,static W_U projection of the steering direction; ignores final layernorm and downstream layers,1.2298577427864075,-1.3967135548591614
learned_probe,6,42,-4.0,train,balanced_capital_jamaica_dominican_republic,Jamaica,Kingston,Santo Domingo,-9.01485824584961,-11.72601459454745,-9.01485824584961,-2.3452029189094903,1,5,2.711156348697841,-6.669655326940119,2.9449817277491093,-6.241562431305647,-0.2338253790512681,-0.4280928956344718,1,0,6,42,Kingston,Santo Domingo,1,5,0.2364688366651535,-0.060012221336364746,0.29648105800151825,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-1.185924232006073,0.7578313363716012
learned_probe,6,42,-4.0,train,balanced_capital_japan_south_korea,Japan,Tokyo,Seoul,-5.493212699890137,-8.858978271484375,-5.493212699890137,-8.858978271484375,1,1,3.3657655715942383,3.3657655715942383,3.595298290252685,3.595298290252685,-0.2295327186584472,-0.2295327186584472,1,1,6,42,Tokyo,Seoul,1,1,0.1069990023970604,0.10782988369464874,-0.0008308812975883484,static W_U projection of the steering direction; ignores final layernorm and downstream layers,0.0033235251903533936,-0.2328562438488006
learned_probe,6,42,-4.0,test,balanced_capital_israel_jordan,Jordan,Amman,Jerusalem,-8.314755082130432,-7.964744567871094,-4.157377541065216,-7.964744567871094,2,1,-0.3500105142593384,3.8073670268058777,-0.1242147982120513,3.826819106936455,-0.225795716047287,-0.019452080130577,0,1,6,42,Amman,Jerusalem,2,1,-0.08605185151100159,0.1061166450381279,-0.19216849654912949,static W_U projection of the steering direction; ignores final layernorm and downstream layers,0.7686739861965179,-0.7881260663270949
learned_probe,6,42,-4.0,train,balanced_capital_afghanistan_kazakhstan,Kazakhstan,Astana,Kabul,-9.51845784112811,-10.127878189086914,-4.759228920564055,-10.127878189086914,2,1,0.6094203479588032,5.368649268522859,0.9983747266232968,5.496113670989871,-0.3889543786644935,-0.1274644024670124,1,1,6,42,Astana,Kabul,2,1,0.07047523558139801,0.07484317570924759,-0.004367940127849579,static W_U projection of the steering direction; ignores final layernorm and downstream layers,0.017471760511398315,-0.14493616297841072
learned_probe,6,42,-4.0,train,balanced_capital_morocco_kenya,Kenya,Nairobi,Rabat,-7.874277707276633,-11.275393813848495,-2.624759235758878,-5.637696906924248,3,2,3.4011161065718625,3.01293767116537,3.464498403394828,2.978944426683787,-0.0633822968229651,0.0339932444815831,1,1,6,42,Nairobi,Rabat,3,2,-0.13359074294567108,-0.02697891741991043,-0.10661182552576065,static W_U projection of the steering direction; ignores final layernorm and downstream layers,0.4264473021030426,-0.3924540576214595
learned_probe,6,42,-4.0,train,balanced_capital_laos_cuba,Laos,Vientiane,Havana,-10.142510905861856,-12.671533584594728,-3.3808369686206183,-12.671533584594728,3,1,2.529022678732872,9.290696615974108,2.7982666715979576,9.328386075794697,-0.2692439928650856,-0.037689459820589,1,1,6,42,Vientiane,Havana,3,1,-0.10101866722106934,-0.17104901373386383,0.0700303465127945,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-0.280121386051178,0.24243192623058898
learned_probe,6,42,-4.0,train,balanced_capital_lebanon_pakistan,Lebanon,Beirut,Islamabad,-7.717832088470459,-11.131162643432615,-7.717832088470459,-11.131162643432615,1,1,3.413330554962158,3.413330554962158,3.7864866256713863,3.7864866256713863,-0.3731560707092285,-0.3731560707092285,1,1,6,42,Beirut,Islamabad,1,1,0.05666641891002655,-0.05395756661891937,0.11062398552894592,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-0.4424959421157837,0.06933987140655518
learned_probe,6,42,-4.0,test,balanced_capital_indonesia_malaysia,Malaysia,Kuala Lumpur,Jakarta,-7.692493024864234,-8.595357894897461,-3.846246512432117,-8.595357894897461,2,1,0.9028648700332268,4.749111382465344,1.238314293557778,4.7854274028213695,-0.3354494235245511,-0.0363160203560255,1,1,6,42,Kuala Lumpur,Jakarta,2,1,0.42093098163604736,0.10571414977312088,0.3152168318629265,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-1.260867327451706,1.2245513070956804
learned_probe,6,42,-4.0,train,balanced_capital_mexico_brazil,Mexico,Mexico City,Brasilia,-5.478131353855133,-12.929579615592957,-2.7390656769275665,-6.464789807796478,2,2,7.451448261737823,3.725724130868912,7.3557634353637695,3.6778817176818848,0.0956848263740539,0.0478424131870269,1,1,6,42,Mexico City,Brasilia,2,2,0.08359157294034958,-0.012044480070471764,0.09563605301082134,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-0.38254421204328537,0.4303866252303123
learned_probe,6,42,-4.0,test,balanced_capital_mongolia_nepal,Mongolia,Ulaanbaatar,Kathmandu,-10.150087357818848,-12.405077554274612,-2.0300174715637693,-4.135025851424871,5,3,2.254990196455765,2.105008379861101,2.194435536163837,2.0521232245919845,0.0605546602919275,0.0528851552691169,1,1,6,42,Ulaanbaatar,Kathmandu,5,3,0.007709139492362738,0.0738305076956749,-0.06612136820331216,static W_U projection of the steering direction; ignores final layernorm and downstream layers,0.26448547281324863,-0.21160031754413172
learned_probe,6,42,-4.0,train,balanced_capital_morocco_kenya,Morocco,Rabat,Nairobi,-10.363350301980972,-11.095319375250256,-5.181675150990486,-3.698439791750085,2,3,0.7319690732692834,-1.483235359240401,0.9916104787262155,-1.3183248651136332,-0.2596414054569322,-0.1649104941267678,1,0,6,42,Rabat,Nairobi,2,3,-0.02697891741991043,-0.13359074294567108,0.10661182552576065,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-0.4264473021030426,0.26153680797627477
learned_probe,6,42,-4.0,test,balanced_capital_myanmar_cambodia,Myanmar,Naypyidaw,Phnom Penh,-13.567252278327942,-11.095375940873057,-3.391813069581985,-2.773843985218264,4,4,-2.471876337454887,-0.6179690843637218,-2.757440675952239,-0.6893601689880597,0.2855643384973518,0.0713910846243379,0,0,6,42,Naypyidaw,Phnom Penh,4,4,0.019450336694717407,-0.15999746322631836,0.17944779992103577,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-0.7177911996841431,0.7891822843084809
learned_probe,6,42,-4.0,test,balanced_capital_mongolia_nepal,Nepal,Kathmandu,Ulaanbaatar,-9.177160845109029,-11.798133972100914,-3.0590536150363428,-2.3596267944201825,3,5,2.620973126991885,-0.6994268206161602,2.86263417551163,-0.5794913610261574,-0.2416610485197452,-0.1199354595900028,1,0,6,42,Kathmandu,Ulaanbaatar,3,5,0.0738305076956749,0.007709139492362738,0.06612136820331216,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-0.26448547281324863,0.14455001322324584
learned_probe,6,42,-4.0,train,balanced_capital_portugal_netherlands,Netherlands,Amsterdam,Lisbon,-6.219506740570068,-10.842126846313477,-6.219506740570068,-10.842126846313477,1,1,4.622620105743408,4.622620105743408,4.789510726928711,4.789510726928711,-0.1668906211853027,-0.1668906211853027,1,1,6,42,Amsterdam,Lisbon,1,1,-0.027960505336523056,0.015380039811134338,-0.043340545147657394,static W_U projection of the steering direction; ignores final layernorm and downstream layers,0.17336218059062958,-0.3402528017759323
learned_probe,6,42,-4.0,train,balanced_capital_australia_new_zealand,New Zealand,Wellington,Canberra,-8.745267868041992,-8.992501258850098,-8.745267868041992,-8.992501258850098,1,1,0.2472333908081054,0.2472333908081054,0.3820066452026367,0.3820066452026367,-0.1347732543945312,-0.1347732543945312,1,1,6,42,Wellington,Canberra,1,1,0.05707215890288353,-0.14484786987304688,0.2019200287759304,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-0.8076801151037216,0.6729068607091904
learned_probe,6,42,-4.0,train,balanced_capital_ethiopia_nigeria,Nigeria,Abuja,Addis Ababa,-8.319472320377827,-12.763239572702332,-4.159736160188913,-3.190809893175583,2,4,4.4437672523245055,-0.9689262670133304,4.378386056941963,-0.8897124512686787,0.0653811953825425,-0.0792138157446515,1,0,6,42,Abuja,Addis Ababa,2,4,0.014775406569242477,-0.039474815130233765,0.05425022169947624,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-0.21700088679790497,0.13778707105325347
learned_probe,6,42,-4.0,test,balanced_capital_greece_norway,Norway,Oslo,Athens,-9.08506965637207,-9.107917785644531,-9.08506965637207,-9.107917785644531,1,1,0.0228481292724609,0.0228481292724609,0.4465627670288086,0.4465627670288086,-0.4237146377563476,-0.4237146377563476,1,1,6,42,Oslo,Athens,1,1,0.10359842330217361,0.05459938570857048,0.048999037593603134,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-0.19599615037441254,-0.22771848738193506
learned_probe,6,42,-4.0,train,balanced_capital_lebanon_pakistan,Pakistan,Islamabad,Beirut,-5.854561805725098,-12.533158302307127,-5.854561805725098,-12.533158302307127,1,1,6.678596496582031,6.678596496582031,6.874488830566406,6.874488830566406,-0.195892333984375,-0.195892333984375,1,1,6,42,Islamabad,Beirut,1,1,-0.05395756661891937,0.05666641891002655,-0.11062398552894592,static W_U projection of the steering direction; ignores final layernorm and downstream layers,0.4424959421157837,-0.6383882761001587
learned_probe,6,42,-4.0,test,balanced_capital_costa_rica_panama,Panama,Panama City,San Jose,-6.601884007453919,-11.220153331756592,-3.3009420037269592,-5.610076665878296,2,2,4.618269324302673,2.3091346621513367,4.631812810897827,2.3159064054489136,-0.0135434865951538,-0.0067717432975769,1,1,6,42,Panama City,San Jose,2,2,0.06280863285064697,-0.01336752250790596,0.07617615535855293,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-0.30470462143421173,0.2979328781366348
learned_probe,6,42,-4.0,test,balanced_capital_paraguay_bolivia,Paraguay,Asuncion,Sucre,-14.141892481595278,-17.215107560157776,-4.713964160531759,-8.607553780078888,3,2,3.073215078562498,3.8935896195471287,3.0162593442946672,3.801142524306973,0.0569557342678308,0.0924470952401561,1,1,6,42,Asuncion,Sucre,3,2,-0.07197905331850052,-0.1042092889547348,0.03223023563623428,static W_U projection of the steering direction; ignores final layernorm and downstream layers,-0.12892094254493713,0.22136803778509323
