language,domain,pair_id,statement,label,country,stated_capital,correct_capital,false_capital,correct_total_logprob,false_total_logprob,correct_avg_token_logprob,false_avg_token_logprob,completion_total_margin,completion_avg_token_margin,model_prefers_correct_total,model_prefers_correct_avg_token,correct_completion_tokens,false_completion_tokens,stated_total_logprob,alternative_total_logprob,stated_avg_token_logprob,alternative_avg_token_logprob,completion_total_score,completion_avg_token_score,completion_total_predicted_label,completion_avg_token_predicted_label,knowledge_margin,completion_compatibility_score,completion_predicted_label,knowledge_bin,probe_prob_true,probe_predicted_label,split,probe_layer,seed
en,capital_balanced,balanced_capital_greece_norway,The capital of Greece is Oslo.,0,Greece,Oslo,Athens,Oslo,-3.954880475997925,-15.181044578552246,-3.954880475997925,-15.181044578552246,11.226164102554321,11.226164102554321,1,1,1,1,-15.181044578552246,-3.954880475997925,-15.181044578552246,-3.954880475997925,-11.226164102554321,-11.226164102554321,0,0,11.226164102554321,-11.226164102554321,0,high_avg_token_margin,0.0003960612,0,test,6,42
en,capital_balanced,balanced_capital_greece_norway,The capital of Norway is Oslo.,1,Norway,Oslo,Oslo,Athens,-8.535456657409668,-8.982019424438477,-8.535456657409668,-8.982019424438477,0.4465627670288086,0.4465627670288086,1,1,1,1,-8.535456657409668,-8.982019424438477,-8.535456657409668,-8.982019424438477,0.4465627670288086,0.4465627670288086,1,1,0.4465627670288086,0.4465627670288086,1,low_avg_token_margin,0.909204,1,test,6,42
en,capital_balanced,balanced_capital_greece_norway,The capital of Norway is Athens.,0,Norway,Athens,Oslo,Athens,-8.535456657409668,-8.982019424438477,-8.535456657409668,-8.982019424438477,0.4465627670288086,0.4465627670288086,1,1,1,1,-8.982019424438477,-8.535456657409668,-8.982019424438477,-8.535456657409668,-0.4465627670288086,-0.4465627670288086,0,0,0.4465627670288086,-0.4465627670288086,0,low_avg_token_margin,0.0030428087,0,test,6,42
en,capital_balanced,balanced_capital_sweden_finland,The capital of Sweden is Stockholm.,1,Sweden,Stockholm,Stockholm,Helsinki,-7.8451457023620605,-9.687931060791016,-7.8451457023620605,-9.687931060791016,1.842785358428955,1.842785358428955,1,1,1,1,-7.8451457023620605,-9.687931060791016,-7.8451457023620605,-9.687931060791016,1.842785358428955,1.842785358428955,1,1,1.842785358428955,1.842785358428955,1,low_avg_token_margin,0.8872865,1,train,6,42
en,capital_balanced,balanced_capital_sweden_finland,The capital of Sweden is Helsinki.,0,Sweden,Helsinki,Stockholm,Helsinki,-7.8451457023620605,-9.687931060791016,-7.8451457023620605,-9.687931060791016,1.842785358428955,1.842785358428955,1,1,1,1,-9.687931060791016,-7.8451457023620605,-9.687931060791016,-7.8451457023620605,-1.842785358428955,-1.842785358428955,0,0,1.842785358428955,-1.842785358428955,0,low_avg_token_margin,0.1805345,0,train,6,42
en,capital_balanced,balanced_capital_sweden_finland,The capital of Finland is Helsinki.,1,Finland,Helsinki,Helsinki,Stockholm,-6.286698341369629,-8.492700576782227,-6.286698341369629,-8.492700576782227,2.2060022354125977,2.2060022354125977,1,1,1,1,-6.286698341369629,-8.492700576782227,-6.286698341369629,-8.492700576782227,2.2060022354125977,2.2060022354125977,1,1,2.2060022354125977,2.2060022354125977,1,low_avg_token_margin,0.951293,1,train,6,42
en,capital_balanced,balanced_capital_sweden_finland,The capital of Finland is Stockholm.,0,Finland,Stockholm,Helsinki,Stockholm,-6.286698341369629,-8.492700576782227,-6.286698341369629,-8.492700576782227,2.2060022354125977,2.2060022354125977,1,1,1,1,-8.492700576782227,-6.286698341369629,-8.492700576782227,-6.286698341369629,-2.2060022354125977,-2.2060022354125977,0,0,2.2060022354125977,-2.2060022354125977,0,low_avg_token_margin,0.060467485,0,train,6,42
en,capital_balanced,balanced_capital_denmark_ireland,The capital of Denmark is Copenhagen.,1,Denmark,Copenhagen,Copenhagen,Dublin,-6.673640727996826,-9.539430618286133,-6.673640727996826,-9.539430618286133,2.8657898902893066,2.8657898902893066,1,1,1,1,-6.673640727996826,-9.539430618286133,-6.673640727996826,-9.539430618286133,2.8657898902893066,2.8657898902893066,1,1,2.8657898902893066,2.8657898902893066,1,high_avg_token_margin,0.5664452,1,test,6,42
en,capital_balanced,balanced_capital_denmark_ireland,The capital of Denmark is Dublin.,0,Denmark,Dublin,Copenhagen,Dublin,-6.673640727996826,-9.539430618286133,-6.673640727996826,-9.539430618286133,2.8657898902893066,2.8657898902893066,1,1,1,1,-9.539430618286133,-6.673640727996826,-9.539430618286133,-6.673640727996826,-2.8657898902893066,-2.8657898902893066,0,0,2.8657898902893066,-2.8657898902893066,0,high_avg_token_margin,6.350517e-05,0,test,6,42
en,capital_balanced,balanced_capital_denmark_ireland,The capital of Ireland is Dublin.,1,Ireland,Dublin,Dublin,Copenhagen,-5.298718452453613,-12.246938705444336,-5.298718452453613,-12.246938705444336,6.948220252990723,6.948220252990723,1,1,1,1,-5.298718452453613,-12.246938705444336,-5.298718452453613,-12.246938705444336,6.948220252990723,6.948220252990723,1,1,6.948220252990723,6.948220252990723,1,high_avg_token_margin,0.40293968,0,test,6,42
en,capital_balanced,balanced_capital_denmark_ireland,The capital of Ireland is Copenhagen.,0,Ireland,Copenhagen,Dublin,Copenhagen,-5.298718452453613,-12.246938705444336,-5.298718452453613,-12.246938705444336,6.948220252990723,6.948220252990723,1,1,1,1,-12.246938705444336,-5.298718452453613,-12.246938705444336,-5.298718452453613,-6.948220252990723,-6.948220252990723,0,0,6.948220252990723,-6.948220252990723,0,high_avg_token_margin,1.0650617e-06,0,test,6,42
en,capital_balanced,balanced_capital_united_kingdom_iceland,The capital of United Kingdom is London.,1,United Kingdom,London,London,Reykjavik,-5.802555084228516,-12.840627231402323,-5.802555084228516,-3.2101568078505807,7.038072147173807,-2.592398276377935,1,0,1,4,-5.802555084228516,-12.840627231402323,-5.802555084228516,-3.2101568078505807,7.038072147173807,-2.592398276377935,1,0,-2.592398276377935,-2.592398276377935,0,low_avg_token_margin,0.19842352,0,test,6,42
en,capital_balanced,balanced_capital_united_kingdom_iceland,The capital of United Kingdom is Reykjavik.,0,United Kingdom,Reykjavik,London,Reykjavik,-5.802555084228516,-12.840627231402323,-5.802555084228516,-3.2101568078505807,7.038072147173807,-2.592398276377935,1,0,1,4,-12.840627231402323,-5.802555084228516,-3.2101568078505807,-5.802555084228516,-7.038072147173807,2.592398276377935,0,1,-2.592398276377935,2.592398276377935,1,low_avg_token_margin,6.370907e-06,0,test,6,42
en,capital_balanced,balanced_capital_united_kingdom_iceland,The capital of Iceland is Reykjavik.,1,Iceland,Reykjavik,Reykjavik,London,-7.574310515032266,-9.011295318603516,-1.8935776287580666,-9.011295318603516,1.4369848035712494,7.117717689845449,1,1,4,1,-7.574310515032266,-9.011295318603516,-1.8935776287580666,-9.011295318603516,1.4369848035712494,7.117717689845449,1,1,7.117717689845449,7.117717689845449,1,high_avg_token_margin,0.15481423,0,test,6,42
en,capital_balanced,balanced_capital_united_kingdom_iceland,The capital of Iceland is London.,0,Iceland,London,Reykjavik,London,-7.574310515032266,-9.011295318603516,-1.8935776287580666,-9.011295318603516,1.4369848035712494,7.117717689845449,1,1,4,1,-9.011295318603516,-7.574310515032266,-9.011295318603516,-1.8935776287580666,-1.4369848035712494,-7.117717689845449,0,0,7.117717689845449,-7.117717689845449,0,high_avg_token_margin,2.8025881e-05,0,test,6,42
en,capital_balanced,balanced_capital_russia_ukraine,The capital of Russia is Moscow.,1,Russia,Moscow,Moscow,Kyiv,-5.273620128631592,-9.461344994604588,-5.273620128631592,-4.730672497302294,4.187724865972996,-0.542947631329298,1,0,1,2,-5.273620128631592,-9.461344994604588,-5.273620128631592,-4.730672497302294,4.187724865972996,-0.542947631329298,1,0,-0.542947631329298,-0.542947631329298,0,low_avg_token_margin,0.9846827,1,test,6,42
en,capital_balanced,balanced_capital_russia_ukraine,The capital of Russia is Kyiv.,0,Russia,Kyiv,Moscow,Kyiv,-5.273620128631592,-9.461344994604588,-5.273620128631592,-4.730672497302294,4.187724865972996,-0.542947631329298,1,0,1,2,-9.461344994604588,-5.273620128631592,-4.730672497302294,-5.273620128631592,-4.187724865972996,0.542947631329298,0,1,-0.542947631329298,0.542947631329298,1,low_avg_token_margin,0.03284971,0,test,6,42
en,capital_balanced,balanced_capital_russia_ukraine,The capital of Ukraine is Kyiv.,1,Ukraine,Kyiv,Kyiv,Moscow,-7.81381941982545,-6.338794708251953,-3.906909709912725,-6.338794708251953,-1.4750247115734965,2.4318849983392283,0,1,2,1,-7.81381941982545,-6.338794708251953,-3.906909709912725,-6.338794708251953,-1.4750247115734965,2.4318849983392283,0,1,2.4318849983392283,2.4318849983392283,1,high_avg_token_margin,0.9592769,1,test,6,42
en,capital_balanced,balanced_capital_russia_ukraine,The capital of Ukraine is Moscow.,0,Ukraine,Moscow,Kyiv,Moscow,-7.81381941982545,-6.338794708251953,-3.906909709912725,-6.338794708251953,-1.4750247115734965,2.4318849983392283,0,1,2,1,-6.338794708251953,-7.81381941982545,-6.338794708251953,-3.906909709912725,1.4750247115734965,-2.4318849983392283,1,0,2.4318849983392283,-2.4318849983392283,0,high_avg_token_margin,0.9182062,1,test,6,42
en,capital_balanced,balanced_capital_turkey_egypt,The capital of Turkey is Ankara.,1,Turkey,Ankara,Ankara,Cairo,-6.191247940063477,-9.399455070495605,-6.191247940063477,-9.399455070495605,3.208207130432129,3.208207130432129,1,1,1,1,-6.191247940063477,-9.399455070495605,-6.191247940063477,-9.399455070495605,3.208207130432129,3.208207130432129,1,1,3.208207130432129,3.208207130432129,1,high_avg_token_margin,0.831239,1,train,6,42
en,capital_balanced,balanced_capital_turkey_egypt,The capital of Turkey is Cairo.,0,Turkey,Cairo,Ankara,Cairo,-6.191247940063477,-9.399455070495605,-6.191247940063477,-9.399455070495605,3.208207130432129,3.208207130432129,1,1,1,1,-9.399455070495605,-6.191247940063477,-9.399455070495605,-6.191247940063477,-3.208207130432129,-3.208207130432129,0,0,3.208207130432129,-3.208207130432129,0,high_avg_token_margin,0.17207536,0,train,6,42
en,capital_balanced,balanced_capital_turkey_egypt,The capital of Egypt is Cairo.,1,Egypt,Cairo,Cairo,Ankara,-5.416778087615967,-10.101936340332031,-5.416778087615967,-10.101936340332031,4.6851582527160645,4.6851582527160645,1,1,1,1,-5.416778087615967,-10.101936340332031,-5.416778087615967,-10.101936340332031,4.6851582527160645,4.6851582527160645,1,1,4.6851582527160645,4.6851582527160645,1,high_avg_token_margin,0.9541465,1,train,6,42
en,capital_balanced,balanced_capital_turkey_egypt,The capital of Egypt is Ankara.,0,Egypt,Ankara,Cairo,Ankara,-5.416778087615967,-10.101936340332031,-5.416778087615967,-10.101936340332031,4.6851582527160645,4.6851582527160645,1,1,1,1,-10.101936340332031,-5.416778087615967,-10.101936340332031,-5.416778087615967,-4.6851582527160645,-4.6851582527160645,0,0,4.6851582527160645,-4.6851582527160645,0,high_avg_token_margin,0.0015912018,0,train,6,42
en,capital_balanced,balanced_capital_morocco_kenya,The capital of Morocco is Rabat.,1,Morocco,Rabat,Rabat,Nairobi,-9.893170148134232,-10.884780626860447,-4.946585074067116,-3.6282602089534826,0.9916104787262157,-1.3183248651136332,1,0,2,3,-9.893170148134232,-10.884780626860447,-4.946585074067116,-3.6282602089534826,0.9916104787262157,-1.3183248651136332,1,0,-1.3183248651136332,-1.3183248651136332,0,low_avg_token_margin,0.82504094,1,train,6,42
en,capital_balanced,balanced_capital_morocco_kenya,The capital of Morocco is Nairobi.,0,Morocco,Nairobi,Rabat,Nairobi,-9.893170148134232,-10.884780626860447,-4.946585074067116,-3.6282602089534826,0.9916104787262157,-1.3183248651136332,1,0,2,3,-10.884780626860447,-9.893170148134232,-3.6282602089534826,-4.946585074067116,-0.9916104787262157,1.3183248651136332,0,1,-1.3183248651136332,1.3183248651136332,1,low_avg_token_margin,0.076532654,0,train,6,42
en,capital_balanced,balanced_capital_morocco_kenya,The capital of Kenya is Nairobi.,1,Kenya,Nairobi,Nairobi,Rabat,-7.480171349918237,-10.944669753313065,-2.4933904499727455,-5.472334876656532,3.4644984033948276,2.978944426683787,1,1,3,2,-7.480171349918237,-10.944669753313065,-2.4933904499727455,-5.472334876656532,3.4644984033948276,2.978944426683787,1,1,2.978944426683787,2.978944426683787,1,high_avg_token_margin,0.9263481,1,train,6,42
en,capital_balanced,balanced_capital_morocco_kenya,The capital of Kenya is Rabat.,0,Kenya,Rabat,Nairobi,Rabat,-7.480171349918237,-10.944669753313065,-2.4933904499727455,-5.472334876656532,3.4644984033948276,2.978944426683787,1,1,3,2,-10.944669753313065,-7.480171349918237,-5.472334876656532,-2.4933904499727455,-3.4644984033948276,-2.978944426683787,0,0,2.978944426683787,-2.978944426683787,0,high_avg_token_margin,0.13732675,0,train,6,42
en,capital_balanced,balanced_capital_ethiopia_nigeria,The capital of Ethiopia is Addis Ababa.,1,Ethiopia,Addis Ababa,Addis Ababa,Abuja,-11.50201620811049,-10.69573986530304,-2.8755040520276225,-5.34786993265152,-0.8062763428074504,2.4723658806238973,0,1,4,2,-11.50201620811049,-10.69573986530304,-2.8755040520276225,-5.34786993265152,-0.8062763428074504,2.4723658806238973,0,1,2.4723658806238973,2.4723658806238973,1,high_avg_token_margin,0.8675153,1,train,6,42
en,capital_balanced,balanced_capital_ethiopia_nigeria,The capital of Ethiopia is Abuja.,0,Ethiopia,Abuja,Addis Ababa,Abuja,-11.50201620811049,-10.69573986530304,-2.8755040520276225,-5.34786993265152,-0.8062763428074504,2.4723658806238973,0,1,4,2,-10.69573986530304,-11.50201620811049,-5.34786993265152,-2.8755040520276225,0.8062763428074504,-2.4723658806238973,1,0,2.4723658806238973,-2.4723658806238973,0,high_avg_token_margin,0.14731905,0,train,6,42
en,capital_balanced,balanced_capital_ethiopia_nigeria,The capital of Nigeria is Abuja.,1,Nigeria,Abuja,Abuja,Addis Ababa,-7.937235862016678,-12.315621918958641,-3.968617931008339,-3.0789054797396602,4.378386056941963,-0.8897124512686787,1,0,2,4,-7.937235862016678,-12.315621918958641,-3.968617931008339,-3.0789054797396602,4.378386056941963,-0.8897124512686787,1,0,-0.8897124512686787,-0.8897124512686787,0,low_avg_token_margin,0.76996875,1,train,6,42
en,capital_balanced,balanced_capital_ethiopia_nigeria,The capital of Nigeria is Addis Ababa.,0,Nigeria,Addis Ababa,Abuja,Addis Ababa,-7.937235862016678,-12.315621918958641,-3.968617931008339,-3.0789054797396602,4.378386056941963,-0.8897124512686787,1,0,2,4,-12.315621918958641,-7.937235862016678,-3.0789054797396602,-3.968617931008339,-4.378386056941963,0.8897124512686787,0,1,-0.8897124512686787,0.8897124512686787,1,low_avg_token_margin,0.1573617,0,train,6,42
en,capital_balanced,balanced_capital_ghana_south_africa,The capital of Ghana is Accra.,1,Ghana,Accra,Accra,Pretoria,-11.123877942562103,-12.619856126373634,-5.561938971281052,-6.309928063186817,1.4959781838115305,0.7479890919057652,1,1,2,2,-11.123877942562103,-12.619856126373634,-5.561938971281052,-6.309928063186817,1.4959781838115305,0.7479890919057652,1,1,0.7479890919057652,0.7479890919057652,1,low_avg_token_margin,0.7891193,1,train,6,42
en,capital_balanced,balanced_capital_ghana_south_africa,The capital of Ghana is Pretoria.,0,Ghana,Pretoria,Accra,Pretoria,-11.123877942562103,-12.619856126373634,-5.561938971281052,-6.309928063186817,1.4959781838115305,0.7479890919057652,1,1,2,2,-12.619856126373634,-11.123877942562103,-6.309928063186817,-5.561938971281052,-1.4959781838115305,-0.7479890919057652,0,0,0.7479890919057652,-0.7479890919057652,0,low_avg_token_margin,0.27373368,0,train,6,42
en,capital_balanced,balanced_capital_ghana_south_africa,The capital of South Africa is Pretoria.,1,South Africa,Pretoria,Pretoria,Accra,-11.767066449916456,-12.604734987020493,-5.883533224958228,-6.302367493510246,0.8376685371040367,0.41883426855201833,1,1,2,2,-11.767066449916456,-12.604734987020493,-5.883533224958228,-6.302367493510246,0.8376685371040367,0.41883426855201833,1,1,0.41883426855201833,0.41883426855201833,1,low_avg_token_margin,0.721163,1,train,6,42
