split,direction_type,alpha,countries,blocks,mean_delta_correct_avg_token_logprob,mean_delta_false_avg_token_logprob,mean_delta_avg_token_margin,std_delta_avg_token_margin,median_delta_avg_token_margin,min_delta_avg_token_margin,max_delta_avg_token_margin,baseline_prefers_correct_countries,baseline_prefers_false_countries,mean_delta_margin_when_baseline_prefers_correct,mean_delta_margin_when_baseline_prefers_false,baseline_correct_minus_wrong_delta_margin,baseline_correct_minus_wrong_delta_margin_ci_low,baseline_correct_minus_wrong_delta_margin_ci_high,baseline_preference_diff_bootstrap_samples,mean_delta_correct_when_baseline_prefers_correct,mean_delta_false_when_baseline_prefers_correct,mean_delta_correct_when_baseline_prefers_false,mean_delta_false_when_baseline_prefers_false,sign_flip_to_correct,sign_flip_to_false,sign_flip_total,corr_baseline_margin_delta_margin
all_countries,learned_probe,0.0,76,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,22,0.0,0.0,0.0,0.0,0.0,5000,0.0,0.0,0.0,0.0,0,0,0,
all_countries,learned_probe,1.0,76,38,0.07696383663872443,0.04565292920918175,0.031310907429542546,0.036967564313122515,0.03473807871341705,-0.0614775153808295,0.1125364303588867,54,22,0.026654814429424054,0.04273949933892432,-0.016084684909500265,-0.03549718816870898,0.004294244748224633,5000,0.07634690542761347,0.049692090998189276,0.07847812233872405,0.03573862299979964,1,0,1,-0.36892537768911354
all_countries,learned_probe,2.0,76,38,0.15338543864149515,0.09043882867599856,0.06294660996549652,0.07387699102054328,0.07024633511900899,-0.1231265047565113,0.2275543212890625,54,22,0.05369609334664084,0.08565242348450589,-0.031956330137865044,-0.07208941304008011,0.007715072795549523,5000,0.15211087511821456,0.09841478177157359,0.156513912744093,0.07086148925958713,1,0,1,-0.3686665696177833
all_countries,learned_probe,4.0,76,38,0.30435629922933166,0.1771967910228571,0.12715950820647443,0.14746798223076088,0.14350762311369175,-0.2464543494395918,0.4646730422973633,54,22,0.10892268642041517,0.1719226162268018,-0.06299992980638663,-0.1398279155919584,0.014791839078682258,5000,0.3016472807534237,0.19272459433300845,0.31100570821565104,0.13908309198884922,2,0,2,-0.36784772933837157
all_countries,random_direction,-4.0,76,38,0.006685564323267185,-0.02701028236948597,0.03369619116221819,0.049549103329434734,0.0298588504083454,-0.0717746242880821,0.1869773864746093,54,22,0.03326344118697772,0.03475839564689931,-0.0014949544599215867,-0.027393407621253422,0.023147451826447573,5000,0.004427883598196832,-0.028835382949126593,0.012227144284803508,-0.022530490037640818,1,0,1,0.03751134891748776
all_countries,random_direction,-2.0,76,38,0.004213170429760233,-0.012601869326739627,0.016815384225964992,0.02467302630405643,0.0155017059005331,-0.0356709025800228,0.0927858352661132,54,22,0.016621891979991983,0.01729031973880783,-0.0006684277588158462,-0.013764569975137484,0.011687209802520498,5000,0.0030561881694651095,-0.013565529170872462,0.007053035977757355,-0.010236522436595391,1,0,1,0.03961815656512647
all_countries,random_direction,-1.0,76,38,0.0023281282735964754,-0.006065285608975478,0.008393758352037067,0.012316287548306968,0.00783998869398325,-0.0178020298480987,0.0461997985839843,54,22,0.008299875502792112,0.008624198072911047,-0.00032432257011893485,-0.006786540802262314,0.0059203771474506265,5000,0.0017423149222161368,-0.006557385940921582,0.0037660337724391246,-0.004857402976016859,0,0,0,0.04012033017676661
all_countries,random_direction,0.0,76,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,22,0.0,0.0,0.0,0.0,0.0,5000,0.0,0.0,0.0,0.0,0,0,0,
all_countries,random_direction,1.0,76,38,-0.002775808743436753,0.005575636989035702,-0.008351445732472595,0.012284922725329819,-0.00762962455701195,-0.0457782745361328,0.0177739840000867,54,22,-0.008257618348081055,-0.008581749312342747,0.0003241309642616919,-0.005918983321918856,0.006718956285415792,5000,-0.0021749448312206824,0.006082673516860188,-0.004250656527967109,0.004331092784375601,0,0,0,-0.04012412415308097
all_countries,random_direction,2.0,76,38,-0.006001785420602137,0.010645964397284763,-0.016647749817886942,0.024548689870492146,-0.0147533542476594,-0.0910954475402832,0.035562727600336,54,22,-0.016453889762493738,-0.01712358813567025,0.0006696983731765138,-0.011529506846628214,0.01359198833917406,5000,-0.004783160462578593,0.011670729299915063,-0.008992955772114473,0.008130632363555844,0,0,0,-0.039574845382471024
all_countries,random_direction,4.0,76,38,-0.013792932163944688,0.019219633588215112,-0.033012565752159946,0.04904366437792382,-0.02881002426147455,-0.1802153587341308,0.0713276043534278,54,22,-0.03258103832935708,-0.034071769426312425,0.0014907310969553417,-0.02394010511160702,0.026362157225046996,5000,-0.011287937212084024,0.02129310111727288,-0.019941556136693593,0.01413021328961877,0,0,0,-0.037641862131606696
heldout_countries,label_permutation,-4.0,24,12,0.0740246796810324,0.046587375138566624,0.027438129059156435,0.04537035095216378,0.028047270587194348,-0.0726642608642578,0.1175599098205566,15,9,0.02864676931723396,0.025423728629027236,0.003223040688206724,-0.03224549266631014,0.039162532227969754,5000,0.08026996807662526,0.05162387771734854,0.0636158656883776,0.0381932041739301,0,0,0,0.3107328689376288
heldout_countries,label_permutation,-2.0,24,12,0.03717985790165887,0.023612267123510295,0.013568415294839181,0.022903140656300308,0.01394554021135255,-0.0374360084533691,0.0600028038024902,15,9,0.014373660816025981,0.012226339426194522,0.0021473213898314594,-0.015520938138072218,0.02004600975239855,5000,0.04042069044887386,0.026047708590804852,0.031778470322967226,0.019553198011352704,0,0,0,0.32439008451635315
heldout_countries,label_permutation,-1.0,24,12,0.01861921217849972,0.011881892761556897,0.006738143933633492,0.011504673266457927,0.00683454891986905,-0.0189986228942871,0.0302872657775878,15,9,0.0071925305322292745,0.005980832935973856,0.0012116975962554186,-0.007976900863850583,0.010027897495806804,5000,0.020271105737887884,0.013079254163615713,0.015866056246186113,0.009886290424792202,0,0,0,0.331099102273098
heldout_countries,label_permutation,0.0,24,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,9,0.0,0.0,0.0,0.0,0.0,5000,0.0,0.0,0.0,0.0,0,0,0,
heldout_countries,label_permutation,1.0,24,12,-0.01864943443441815,-0.012023402953951138,-0.006626031480467017,0.011604034577350104,-0.00612748604908115,-0.0307967662811279,0.0195765495300292,15,9,-0.007185894025646539,-0.005692927238501145,-0.001492966787145394,-0.010542991832159399,0.007519619934155999,5000,-0.020367957095214557,-0.013182063069568055,-0.015785229999757473,-0.010092302761256278,0,0,0,-0.34408211323971655
heldout_countries,label_permutation,2.0,24,12,-0.03730314046585286,-0.024179158923799404,-0.013123981542053645,0.023306774437193076,-0.0116799161442031,-0.0620515346527099,0.0397505760192871,15,9,-0.014349052636947225,-0.011082196383897678,-0.003266856253049547,-0.020884376905864966,0.014518342633704556,5000,-0.0408083821293419,-0.02645932949239498,-0.03146107102670445,-0.02037887464280678,0,0,0,-0.3503268009367216
heldout_countries,label_permutation,4.0,24,12,-0.0745061616805185,-0.048844024073097736,-0.025662137607421046,0.04699288881813482,-0.0222725929925218,-0.1257388591766357,0.0819277763366699,15,9,-0.028539680119675826,-0.02086623342032974,-0.007673446699346085,-0.04242094386989795,0.02933797448997652,5000,-0.08179758970205304,-0.05325790958237751,-0.06235378164462762,-0.04148754822429811,0,0,0,-0.36243997846888476
heldout_countries,learned_probe,-4.0,24,12,-0.28673634323921665,-0.1604708228883967,-0.12626469583412925,0.13105147674164844,-0.11150914585838695,-0.4237146377563476,0.0924470952401561,15,9,-0.13662962640265802,-0.10898981155324787,-0.027639814849410152,-0.13052648287943877,0.08247452261764428,5000,-0.29740455966318324,-0.16077425430256784,-0.2689559825326057,-0.15996510386477814,0,0,0,-0.11488969057696286
heldout_countries,learned_probe,-2.0,24,12,-0.14271181946311717,-0.07871495181674994,-0.06399604312967609,0.06601000963353201,-0.057162472357352195,-0.2172861099243164,0.0472616367042064,15,9,-0.0693160338828036,-0.055129391874463585,-0.014186642008340009,-0.06457380597293058,0.04029437565396962,5000,-0.14777993575527534,-0.07846322291451392,-0.1342649589761869,-0.07913449998714331,0,0,0,-0.10575858702118747
heldout_countries,learned_probe,-1.0,24,12,-0.07115961898511565,-0.03894438966717523,-0.032214404801249534,0.033123368697994024,-0.02893383494423045,-0.1099672317504882,0.0238693195084733,15,9,-0.03490569624479269,-0.027728919062010932,-0.007176777182781761,-0.03412664603009056,0.019563428656100616,5000,-0.07362504233253682,-0.03871866712978675,-0.06705058007274703,-0.039320593896156025,0,0,0,-0.1013055460711657
heldout_countries,learned_probe,0.0,24,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,9,0.0,0.0,0.0,0.0,0.0,5000,0.0,0.0,0.0,0.0,0,0,0,
heldout_countries,learned_probe,1.0,24,12,0.07070975898838398,0.038064611357054155,0.03264514763132962,0.03335383186134243,0.0296443611538661,-0.0242980681359767,0.1125364303588867,15,9,0.035389378081923016,0.02807143021367397,0.007317947868249047,-0.01924099416853609,0.032880775485733656,5000,0.07303169278112676,0.03764231469920342,0.06683986933381271,0.038768439120138706,0,0,0,0.09246614377345667
heldout_countries,learned_probe,2.0,24,12,0.14091610087093118,0.07519735141079824,0.06571874946013292,0.06692520636941948,0.059987949944722396,-0.0489789228886365,0.2275543212890625,15,9,0.07125032881402953,0.05649945053697193,0.014750878277057594,-0.038387574666123386,0.06601269275666599,5000,0.14541358308221494,0.07416325426818536,0.13342029718545817,0.07692084664848636,0,0,0,0.08812113528838979
heldout_countries,learned_probe,4.0,24,12,0.2796294715161215,0.14650846236050288,0.13312100915561834,0.13468054987750033,0.12274914556959035,-0.0993334650993347,0.4646730422973633,15,9,0.1443141269492722,0.11446581283286192,0.029848314116410285,-0.07672928224125365,0.13597253801355727,5000,0.2880257339435047,0.14371160699423222,0.26563570080381604,0.15116988797095404,0,0,0,0.07960154815567683
heldout_countries,random_direction,-4.0,24,12,0.005156647095019423,-0.027693327917824234,0.03285079952953407,0.05634522987190182,0.0210493011072685,-0.0577033162117004,0.1331880092620849,15,9,0.029681517263128978,0.03813293664020922,-0.00845141937708024,-0.057087376459511514,0.042016934537668464,5000,-0.0032553290803074564,-0.032936167385479644,0.019176607387230888,-0.01895526213839855,0,0,0,0.1835024943120336
heldout_countries,random_direction,-2.0,24,12,0.00340584401265015,-0.012914156996324477,0.01632082552566517,0.0278884073119907,0.010108670313154051,-0.0294789671897888,0.0672478675842285,15,9,0.014839551610550358,0.01878961538418988,-0.003950063773639522,-0.029151931520955767,0.020862218348254132,5000,-0.0007438717933512547,-0.015582744445944681,0.01032203702265249,-0.008466511246957471,0,0,0,0.1881804667598474
heldout_countries,random_direction,-1.0,24,12,0.0019125596822455182,-0.006215356426423717,0.008128740625359884,0.013875719709194378,0.00493188879894065,-0.0148918628692626,0.0337591171264648,15,9,0.00741087527645304,0.009325182873537957,-0.0019143075970849167,-0.014247953836226422,0.01077565831026906,5000,-0.00014771966040510637,-0.007557915978901164,0.005346358586663226,-0.003977757172294637,0,0,0,0.1898703939230002
heldout_countries,random_direction,0.0,24,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,9,0.0,0.0,0.0,0.0,0.0,5000,0.0,0.0,0.0,0.0,0,0,0,
heldout_countries,random_direction,1.0,24,12,-0.002336139180139659,0.005719609656302489,-0.008055748836442134,0.013741184500241853,-0.00470364373177285,-0.0339593887329101,0.0151653289794921,15,9,-0.0073751035875628,-0.009190157584574355,0.0018150539970115554,-0.010697616997397533,0.013899035363385761,5000,-0.00030522265830465283,0.0070698809292582135,-0.005721000049864668,0.0034691575347096165,0,0,0,-0.1916527683686076
heldout_countries,random_direction,2.0,24,12,-0.0050970450590840195,0.010929707783738196,-0.016026752842822137,0.02735616141656075,-0.0096871706967549,-0.0680675506591796,0.0305915474891662,15,9,-0.014696074041094152,-0.01824455084570211,0.0035484768046079584,-0.021536582581753037,0.02761302024528965,5000,-0.0010641934265812243,0.013631880614512919,-0.011818464446588677,0.00642608639911366,0,0,0,-0.19188510458870747
heldout_countries,random_direction,4.0,24,12,-0.011878639624971285,0.019786765632599956,-0.03166540525757127,0.054228820391951545,-0.020498080799976802,-0.1363828182220459,0.0621629357337951,15,9,-0.029100168000772527,-0.03594080068556917,0.006840632684796646,-0.044000784481302464,0.05391441149679147,5000,-0.003931154394514191,0.02516901360625828,-0.025124448342399772,0.010816352343169418,0,0,0,-0.1908253174686098
