component,control,hook_name,layer,n_pairs,n_valid_recovery_pairs,clean_true_minus_false_logit_diff,corrupt_true_minus_false_logit_diff,patched_true_minus_false_logit_diff,mean_clean_minus_corrupt_denominator,mean_abs_clean_minus_corrupt_denominator,median_abs_clean_minus_corrupt_denominator,small_denominator_rate_abs_lt_0_05,mean_recovery,median_recovery,mean_abs_logit_shift,median_abs_logit_shift
resid_pre,matched_clean,blocks.3.hook_resid_pre,3,76,76,1.5470409393310547,1.5210344791412354,1.5341888666152954,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,0.24005775153636932,0.18459729850292206,0.031100943684577942,0.007188916206359863
resid_pre,shuffled_clean,blocks.3.hook_resid_pre,3,76,76,1.5470409393310547,1.5210344791412354,1.5333466529846191,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,-0.07601283490657806,0.11331763863563538,0.033185556530952454,0.007937431335449219
attn_out,matched_clean,blocks.3.hook_attn_out,3,76,76,1.5470409393310547,1.5210344791412354,1.522621512413025,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,0.009094101376831532,-0.003273321082815528,0.006093652453273535,0.002836465835571289
attn_out,shuffled_clean,blocks.3.hook_attn_out,3,76,76,1.5470409393310547,1.5210344791412354,1.5226436853408813,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,0.08199473470449448,0.0022207931615412235,0.008879512548446655,0.0055539608001708984
mlp_out,matched_clean,blocks.3.hook_mlp_out,3,76,76,1.5470409393310547,1.5210344791412354,1.522851586341858,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,0.10807909816503525,0.1092381402850151,0.005912968888878822,0.004330873489379883
mlp_out,shuffled_clean,blocks.3.hook_mlp_out,3,76,76,1.5470409393310547,1.5210344791412354,1.5228021144866943,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,0.029947202652692795,0.059141356498003006,0.005993049591779709,0.0038208961486816406
resid_post,matched_clean,blocks.3.hook_resid_post,3,76,76,1.5470409393310547,1.5210344791412354,1.5352747440338135,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,0.3211422860622406,0.2567282021045685,0.034920260310173035,0.010053157806396484
resid_post,shuffled_clean,blocks.3.hook_resid_post,3,76,76,1.5470409393310547,1.5210344791412354,1.5343047380447388,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,0.04258830472826958,0.21598461270332336,0.038016729056835175,0.009038090705871582
resid_pre,matched_clean,blocks.4.hook_resid_pre,4,76,76,1.5470409393310547,1.5210344791412354,1.5352747440338135,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,0.3211422860622406,0.2567282021045685,0.034920260310173035,0.010053157806396484
resid_pre,shuffled_clean,blocks.4.hook_resid_pre,4,76,76,1.5470409393310547,1.5210344791412354,1.5343047380447388,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,0.04258830472826958,0.21598461270332336,0.038016729056835175,0.009038090705871582
attn_out,matched_clean,blocks.4.hook_attn_out,4,76,76,1.5470409393310547,1.5210344791412354,1.5165784358978271,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,-0.00692589208483696,-0.008765061385929585,0.007154775317758322,0.0035327672958374023
attn_out,shuffled_clean,blocks.4.hook_attn_out,4,76,76,1.5470409393310547,1.5210344791412354,1.5171195268630981,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,-0.008181038312613964,-0.01149036642163992,0.012647603638470173,0.008465766906738281
mlp_out,matched_clean,blocks.4.hook_mlp_out,4,76,76,1.5470409393310547,1.5210344791412354,1.5205482244491577,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,0.14732225239276886,0.13914842903614044,0.011199472472071648,0.005422353744506836
mlp_out,shuffled_clean,blocks.4.hook_mlp_out,4,76,76,1.5470409393310547,1.5210344791412354,1.5204718112945557,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,0.07846888899803162,0.04695862531661987,0.012602081522345543,0.00590670108795166
resid_post,matched_clean,blocks.4.hook_resid_post,4,76,76,1.5470409393310547,1.5210344791412354,1.5266932249069214,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,0.21447013318538666,0.15032720565795898,0.03738367557525635,0.008851766586303711
resid_post,shuffled_clean,blocks.4.hook_resid_post,4,76,76,1.5470409393310547,1.5210344791412354,1.526113748550415,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,-0.15235796570777893,0.03368256241083145,0.04448674991726875,0.012766003608703613
resid_pre,matched_clean,blocks.5.hook_resid_pre,5,76,76,1.5470409393310547,1.5210344791412354,1.5266932249069214,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,0.21447013318538666,0.15032720565795898,0.03738367557525635,0.008851766586303711
resid_pre,shuffled_clean,blocks.5.hook_resid_pre,5,76,76,1.5470409393310547,1.5210344791412354,1.526113748550415,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,-0.15235796570777893,0.03368256241083145,0.04448674991726875,0.012766003608703613
attn_out,matched_clean,blocks.5.hook_attn_out,5,76,76,1.5470409393310547,1.5210344791412354,1.5170179605484009,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,0.03590729832649231,0.03618684411048889,0.008688487112522125,0.003141641616821289
attn_out,shuffled_clean,blocks.5.hook_attn_out,5,76,76,1.5470409393310547,1.5210344791412354,1.5168102979660034,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,-0.12548890709877014,-0.005624974146485329,0.012766597792506218,0.006446123123168945
mlp_out,matched_clean,blocks.5.hook_mlp_out,5,76,76,1.5470409393310547,1.5210344791412354,1.5182899236679077,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,-0.029017750173807144,-0.04699891805648804,0.008201546967029572,0.003981113433837891
mlp_out,shuffled_clean,blocks.5.hook_mlp_out,5,76,76,1.5470409393310547,1.5210344791412354,1.51819908618927,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,0.09397385269403458,-0.013642173260450363,0.01146741583943367,0.006456613540649414
resid_post,matched_clean,blocks.5.hook_resid_post,5,76,76,1.5470409393310547,1.5210344791412354,1.5315803289413452,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,0.233737513422966,0.16924609243869781,0.035307250916957855,0.00888967514038086
resid_post,shuffled_clean,blocks.5.hook_resid_post,5,76,76,1.5470409393310547,1.5210344791412354,1.530508279800415,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,-0.12713776528835297,0.034067973494529724,0.04276374354958534,0.012996792793273926
resid_pre,matched_clean,blocks.6.hook_resid_pre,6,76,76,1.5470409393310547,1.5210344791412354,1.5315803289413452,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,0.233737513422966,0.16924609243869781,0.035307250916957855,0.00888967514038086
resid_pre,shuffled_clean,blocks.6.hook_resid_pre,6,76,76,1.5470409393310547,1.5210344791412354,1.530508279800415,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,-0.12713776528835297,0.034067973494529724,0.04276374354958534,0.012996792793273926
attn_out,matched_clean,blocks.6.hook_attn_out,6,76,76,1.5470409393310547,1.5210344791412354,1.5159878730773926,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,-0.09436221420764923,-0.0701977089047432,0.00824129581451416,0.0038390159606933594
attn_out,shuffled_clean,blocks.6.hook_attn_out,6,76,76,1.5470409393310547,1.5210344791412354,1.515608787536621,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,-0.018990598618984222,-0.03863069415092468,0.011567688547074795,0.005822896957397461
mlp_out,matched_clean,blocks.6.hook_mlp_out,6,76,76,1.5470409393310547,1.5210344791412354,1.5105769634246826,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,-0.19434992969036102,-0.14033851027488708,0.014289995655417442,0.006639599800109863
mlp_out,shuffled_clean,blocks.6.hook_mlp_out,6,76,76,1.5470409393310547,1.5210344791412354,1.5104246139526367,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,-0.06955350935459137,-0.18067055940628052,0.019343510270118713,0.010666847229003906
resid_post,matched_clean,blocks.6.hook_resid_post,6,76,76,1.5470409393310547,1.5210344791412354,1.5277830362319946,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,0.18927159905433655,0.14095041155815125,0.03833344206213951,0.010092854499816895
resid_post,shuffled_clean,blocks.6.hook_resid_post,6,76,76,1.5470409393310547,1.5210344791412354,1.5263203382492065,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,-0.20442448556423187,-0.007778235245496035,0.04699508473277092,0.01483309268951416
resid_pre,matched_clean,blocks.7.hook_resid_pre,7,76,76,1.5470409393310547,1.5210344791412354,1.5277830362319946,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,0.18927159905433655,0.14095041155815125,0.03833344206213951,0.010092854499816895
resid_pre,shuffled_clean,blocks.7.hook_resid_pre,7,76,76,1.5470409393310547,1.5210344791412354,1.5263203382492065,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,-0.20442448556423187,-0.007778235245496035,0.04699508473277092,0.01483309268951416
attn_out,matched_clean,blocks.7.hook_attn_out,7,76,76,1.5470409393310547,1.5210344791412354,1.5200494527816772,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,0.017922593280673027,0.026993049308657646,0.00412755087018013,0.001619100570678711
attn_out,shuffled_clean,blocks.7.hook_attn_out,7,76,76,1.5470409393310547,1.5210344791412354,1.5199474096298218,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,-0.059594281017780304,0.011171580292284489,0.005036945454776287,0.002281665802001953
mlp_out,matched_clean,blocks.7.hook_mlp_out,7,76,76,1.5470409393310547,1.5210344791412354,1.5222303867340088,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,0.11271993815898895,0.09557736665010452,0.008204111829400063,0.005906581878662109
mlp_out,shuffled_clean,blocks.7.hook_mlp_out,7,76,76,1.5470409393310547,1.5210344791412354,1.5221058130264282,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,0.16574802994728088,0.05953877046704292,0.01322566531598568,0.010172724723815918
resid_post,matched_clean,blocks.7.hook_resid_post,7,76,76,1.5470409393310547,1.5210344791412354,1.5292507410049438,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,0.2596260607242584,0.21899570524692535,0.040578097105026245,0.01116633415222168
resid_post,shuffled_clean,blocks.7.hook_resid_post,7,76,76,1.5470409393310547,1.5210344791412354,1.5281882286071777,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,-0.17348450422286987,0.08555401861667633,0.048196177929639816,0.016258835792541504
resid_pre,matched_clean,blocks.8.hook_resid_pre,8,76,76,1.5470409393310547,1.5210344791412354,1.5292507410049438,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,0.2596260607242584,0.21899570524692535,0.040578097105026245,0.01116633415222168
resid_pre,shuffled_clean,blocks.8.hook_resid_pre,8,76,76,1.5470409393310547,1.5210344791412354,1.5281882286071777,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,-0.17348450422286987,0.08555401861667633,0.048196177929639816,0.016258835792541504
attn_out,matched_clean,blocks.8.hook_attn_out,8,76,76,1.5470409393310547,1.5210344791412354,1.515701174736023,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,0.11758334934711456,0.1288270205259323,0.01563333161175251,0.0048362016677856445
attn_out,shuffled_clean,blocks.8.hook_attn_out,8,76,76,1.5470409393310547,1.5210344791412354,1.5156716108322144,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,-0.014464130625128746,0.10939304530620575,0.01692170836031437,0.0056858062744140625
mlp_out,matched_clean,blocks.8.hook_mlp_out,8,76,76,1.5470409393310547,1.5210344791412354,1.5219736099243164,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,0.10872191935777664,0.06981085240840912,0.005084190052002668,0.0032875537872314453
mlp_out,shuffled_clean,blocks.8.hook_mlp_out,8,76,76,1.5470409393310547,1.5210344791412354,1.5222420692443848,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,0.08895523846149445,0.045038264244794846,0.007233691867440939,0.00507807731628418
resid_post,matched_clean,blocks.8.hook_resid_post,8,76,76,1.5470409393310547,1.5210344791412354,1.5360256433486938,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,0.567682683467865,0.5412167310714722,0.05157243832945824,0.01798379421234131
resid_post,shuffled_clean,blocks.8.hook_resid_post,8,76,76,1.5470409393310547,1.5210344791412354,1.5351347923278809,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,-0.025385737419128418,0.24619916081428528,0.057228878140449524,0.021010279655456543
resid_pre,matched_clean,blocks.9.hook_resid_pre,9,76,76,1.5470409393310547,1.5210344791412354,1.5360256433486938,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,0.567682683467865,0.5412167310714722,0.05157243832945824,0.01798379421234131
resid_pre,shuffled_clean,blocks.9.hook_resid_pre,9,76,76,1.5470409393310547,1.5210344791412354,1.5351347923278809,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,-0.025385737419128418,0.24619916081428528,0.057228878140449524,0.021010279655456543
attn_out,matched_clean,blocks.9.hook_attn_out,9,76,76,1.5470409393310547,1.5210344791412354,1.5243085622787476,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,0.11793316155672073,0.13083510100841522,0.00843248050659895,0.005413532257080078
attn_out,shuffled_clean,blocks.9.hook_attn_out,9,76,76,1.5470409393310547,1.5210344791412354,1.5242784023284912,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,0.1333329826593399,0.07240566611289978,0.009253818541765213,0.00573277473449707
mlp_out,matched_clean,blocks.9.hook_mlp_out,9,76,76,1.5470409393310547,1.5210344791412354,1.5239008665084839,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,0.10297434777021408,0.09967862814664841,0.004857602994889021,0.003450751304626465
mlp_out,shuffled_clean,blocks.9.hook_mlp_out,9,76,76,1.5470409393310547,1.5210344791412354,1.5239167213439941,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,0.09020454436540604,0.05895330011844635,0.005591696593910456,0.0042572021484375
resid_post,matched_clean,blocks.9.hook_resid_post,9,76,76,1.5470409393310547,1.5210344791412354,1.5379114151000977,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,0.6066122055053711,0.621713399887085,0.055185068398714066,0.018581032752990723
resid_post,shuffled_clean,blocks.9.hook_resid_post,9,76,76,1.5470409393310547,1.5210344791412354,1.5376075506210327,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,0.010290735401213169,0.42751961946487427,0.06087322533130646,0.022665977478027344
resid_pre,matched_clean,blocks.10.hook_resid_pre,10,76,76,1.5470409393310547,1.5210344791412354,1.5379114151000977,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,0.6066122055053711,0.621713399887085,0.055185068398714066,0.018581032752990723
resid_pre,shuffled_clean,blocks.10.hook_resid_pre,10,76,76,1.5470409393310547,1.5210344791412354,1.5376075506210327,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,0.010290735401213169,0.42751961946487427,0.06087322533130646,0.022665977478027344
attn_out,matched_clean,blocks.10.hook_attn_out,10,76,76,1.5470409393310547,1.5210344791412354,1.5229551792144775,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,0.15758460760116577,0.16127070784568787,0.010670107789337635,0.0062713623046875
attn_out,shuffled_clean,blocks.10.hook_attn_out,10,76,76,1.5470409393310547,1.5210344791412354,1.522933006286621,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,0.009829916059970856,0.13649222254753113,0.011707089841365814,0.007191777229309082
mlp_out,matched_clean,blocks.10.hook_mlp_out,10,76,76,1.5470409393310547,1.5210344791412354,1.5176063776016235,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,0.01501476764678955,0.02291462942957878,0.007079013157635927,0.0020551681518554688
mlp_out,shuffled_clean,blocks.10.hook_mlp_out,10,76,76,1.5470409393310547,1.5210344791412354,1.5176185369491577,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,-0.19165951013565063,-0.020619899034500122,0.009683663956820965,0.004033327102661133
resid_post,matched_clean,blocks.10.hook_resid_post,10,76,76,1.5470409393310547,1.5210344791412354,1.539615273475647,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,0.8155426979064941,0.8144997358322144,0.06845016032457352,0.0270993709564209
resid_post,shuffled_clean,blocks.10.hook_resid_post,10,76,76,1.5470409393310547,1.5210344791412354,1.5394811630249023,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,0.04640429839491844,0.6058026552200317,0.0727144405245781,0.029629826545715332
resid_pre,matched_clean,blocks.11.hook_resid_pre,11,76,76,1.5470409393310547,1.5210344791412354,1.539615273475647,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,0.8155426979064941,0.8144997358322144,0.06845016032457352,0.0270993709564209
resid_pre,shuffled_clean,blocks.11.hook_resid_pre,11,76,76,1.5470409393310547,1.5210344791412354,1.5394811630249023,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,0.04640429839491844,0.6058026552200317,0.0727144405245781,0.029629826545715332
attn_out,matched_clean,blocks.11.hook_attn_out,11,76,76,1.5470409393310547,1.5210344791412354,1.5292562246322632,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,0.2979396879673004,0.29259273409843445,0.014129173941910267,0.010425329208374023
attn_out,shuffled_clean,blocks.11.hook_attn_out,11,76,76,1.5470409393310547,1.5210344791412354,1.5292737483978271,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,0.14594897627830505,0.21881678700447083,0.01508917473256588,0.01050865650177002
mlp_out,matched_clean,blocks.11.hook_mlp_out,11,76,76,1.5470409393310547,1.5210344791412354,1.5319733619689941,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,0.23199151456356049,0.1847405582666397,0.0203627310693264,0.007225155830383301
mlp_out,shuffled_clean,blocks.11.hook_mlp_out,11,76,76,1.5470409393310547,1.5210344791412354,1.5319706201553345,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,0.12022480368614197,0.20428165793418884,0.022167472168803215,0.008870720863342285
resid_post,matched_clean,blocks.11.hook_resid_post,11,76,76,1.5470409393310547,1.5210344791412354,1.5470409393310547,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,0.9999998211860657,0.9999997019767761,0.0757651999592781,0.029728412628173828
resid_post,shuffled_clean,blocks.11.hook_resid_post,11,76,76,1.5470409393310547,1.5210344791412354,1.5470410585403442,0.02600657381117344,0.0757651999592781,0.029728412628173828,0.7236841917037964,0.17818127572536469,0.66148442029953,0.07952183485031128,0.03528022766113281
