direction_type,layer,seed,alpha,split,pair_id,country,correct_capital,false_capital,correct_total_logprob,false_total_logprob,correct_avg_token_logprob,false_avg_token_logprob,correct_completion_tokens,false_completion_tokens,total_margin,avg_token_margin,baseline_total_margin,baseline_avg_token_margin,delta_total_margin,delta_avg_token_margin,prefers_correct_total,prefers_correct_avg_token
learned_probe,6,42,-4.0,test,balanced_capital_united_kingdom_iceland,Iceland,Reykjavik,London,-8.113585350773064,-9.07165813446045,-2.028396337693266,-9.07165813446045,4,1,0.9580727836873848,7.043261796767183,1.4369848035712494,7.117717689845449,-0.47891201988386456,-0.07445589307826594,1,1
learned_probe,6,42,-4.0,train,balanced_capital_india_china,India,New Delhi,Beijing,-8.3751879632473,-9.031806945800781,-4.18759398162365,-9.031806945800781,2,1,0.6566189825534821,4.844212964177132,0.743744008243084,4.79629236087203,-0.0871250256896019,0.047920603305101395,1,1
learned_probe,6,42,-4.0,test,balanced_capital_indonesia_malaysia,Indonesia,Jakarta,Kuala Lumpur,-6.71669864654541,-9.647078421432525,-6.71669864654541,-4.8235392107162625,1,2,2.9303797748871148,-1.8931594358291477,2.7840884481556714,-1.7747577053960413,0.1462913267314434,-0.11840173043310642,1,0
learned_probe,6,42,-4.0,train,balanced_capital_iran_iraq,Iran,Tehran,Baghdad,-5.420112609863281,-9.494580268859863,-5.420112609863281,-9.494580268859863,1,1,4.074467658996582,4.074467658996582,4.0820512771606445,4.0820512771606445,-0.0075836181640625,-0.0075836181640625,1,1
learned_probe,6,42,-4.0,train,balanced_capital_iran_iraq,Iraq,Baghdad,Tehran,-6.838713645935059,-8.723984718322754,-6.838713645935059,-8.723984718322754,1,1,1.8852710723876953,1.8852710723876953,2.1379013061523438,2.1379013061523438,-0.25263023376464844,-0.25263023376464844,1,1
learned_probe,6,42,-4.0,test,balanced_capital_denmark_ireland,Ireland,Dublin,Copenhagen,-5.729784965515137,-12.400646209716797,-5.729784965515137,-12.400646209716797,1,1,6.67086124420166,6.67086124420166,6.948220252990723,6.948220252990723,-0.2773590087890625,-0.2773590087890625,1,1
learned_probe,6,42,-4.0,test,balanced_capital_israel_jordan,Israel,Jerusalem,Amman,-6.698520660400391,-10.30270254611969,-6.698520660400391,-5.151351273059845,1,2,3.6041818857192993,-1.5471693873405457,3.4701010286808014,-1.4556616991758347,0.13408085703849792,-0.091507688164711,1,0
learned_probe,6,42,-4.0,train,balanced_capital_italy_spain,Italy,Rome,Madrid,-4.625650405883789,-8.19047737121582,-4.625650405883789,-8.19047737121582,1,1,3.5648269653320312,3.5648269653320312,3.731682777404785,3.731682777404785,-0.1668558120727539,-0.1668558120727539,1,1
learned_probe,6,42,-4.0,train,balanced_capital_jamaica_dominican_republic,Jamaica,Kingston,Santo Domingo,-9.01485824584961,-11.72601459454745,-9.01485824584961,-2.3452029189094903,1,5,2.711156348697841,-6.669655326940119,2.9449817277491093,-6.241562431305647,-0.2338253790512681,-0.42809289563447184,1,0
learned_probe,6,42,-4.0,train,balanced_capital_japan_south_korea,Japan,Tokyo,Seoul,-5.493212699890137,-8.858978271484375,-5.493212699890137,-8.858978271484375,1,1,3.3657655715942383,3.3657655715942383,3.5952982902526855,3.5952982902526855,-0.22953271865844727,-0.22953271865844727,1,1
learned_probe,6,42,-4.0,test,balanced_capital_israel_jordan,Jordan,Amman,Jerusalem,-8.314755082130432,-7.964744567871094,-4.157377541065216,-7.964744567871094,2,1,-0.3500105142593384,3.8073670268058777,-0.12421479821205139,3.8268191069364548,-0.225795716047287,-0.019452080130577087,0,1
learned_probe,6,42,-4.0,train,balanced_capital_afghanistan_kazakhstan,Kazakhstan,Astana,Kabul,-9.51845784112811,-10.127878189086914,-4.759228920564055,-10.127878189086914,2,1,0.6094203479588032,5.368649268522859,0.9983747266232967,5.496113670989871,-0.38895437866449356,-0.1274644024670124,1,1
learned_probe,6,42,-4.0,train,balanced_capital_morocco_kenya,Kenya,Nairobi,Rabat,-7.874277707276633,-11.275393813848495,-2.624759235758878,-5.637696906924248,3,2,3.4011161065718625,3.01293767116537,3.4644984033948276,2.978944426683787,-0.06338229682296515,0.03399324448158314,1,1
learned_probe,6,42,-4.0,train,balanced_capital_laos_cuba,Laos,Vientiane,Havana,-10.142510905861855,-12.671533584594727,-3.3808369686206183,-12.671533584594727,3,1,2.529022678732872,9.290696615974108,2.7982666715979576,9.328386075794697,-0.2692439928650856,-0.03768945982058902,1,1
learned_probe,6,42,-4.0,train,balanced_capital_lebanon_pakistan,Lebanon,Beirut,Islamabad,-7.717832088470459,-11.131162643432617,-7.717832088470459,-11.131162643432617,1,1,3.413330554962158,3.413330554962158,3.7864866256713867,3.7864866256713867,-0.3731560707092285,-0.3731560707092285,1,1
learned_probe,6,42,-4.0,test,balanced_capital_indonesia_malaysia,Malaysia,Kuala Lumpur,Jakarta,-7.692493024864234,-8.595357894897461,-3.846246512432117,-8.595357894897461,2,1,0.9028648700332269,4.749111382465344,1.238314293557778,4.7854274028213695,-0.3354494235245511,-0.03631602035602555,1,1
learned_probe,6,42,-4.0,train,balanced_capital_mexico_brazil,Mexico,Mexico City,Brasilia,-5.478131353855133,-12.929579615592957,-2.7390656769275665,-6.464789807796478,2,2,7.4514482617378235,3.7257241308689117,7.3557634353637695,3.6778817176818848,0.09568482637405396,0.04784241318702698,1,1
learned_probe,6,42,-4.0,test,balanced_capital_mongolia_nepal,Mongolia,Ulaanbaatar,Kathmandu,-10.150087357818848,-12.405077554274612,-2.0300174715637693,-4.135025851424871,5,3,2.254990196455765,2.1050083798611015,2.1944355361638372,2.0521232245919845,0.060554660291927576,0.05288515526911697,1,1
learned_probe,6,42,-4.0,train,balanced_capital_morocco_kenya,Morocco,Rabat,Nairobi,-10.363350301980972,-11.095319375250256,-5.181675150990486,-3.698439791750085,2,3,0.7319690732692834,-1.483235359240401,0.9916104787262157,-1.3183248651136332,-0.25964140545693226,-0.16491049412676784,1,0
learned_probe,6,42,-4.0,test,balanced_capital_myanmar_cambodia,Myanmar,Naypyidaw,Phnom Penh,-13.567252278327942,-11.095375940873055,-3.3918130695819855,-2.7738439852182637,4,4,-2.471876337454887,-0.6179690843637218,-2.757440675952239,-0.6893601689880597,0.28556433849735186,0.07139108462433796,0,0
learned_probe,6,42,-4.0,test,balanced_capital_mongolia_nepal,Nepal,Kathmandu,Ulaanbaatar,-9.177160845109029,-11.798133972100914,-3.0590536150363428,-2.3596267944201825,3,5,2.620973126991885,-0.6994268206161602,2.86263417551163,-0.5794913610261574,-0.24166104851974524,-0.11993545959000285,1,0
learned_probe,6,42,-4.0,train,balanced_capital_portugal_netherlands,Netherlands,Amsterdam,Lisbon,-6.219506740570068,-10.842126846313477,-6.219506740570068,-10.842126846313477,1,1,4.622620105743408,4.622620105743408,4.789510726928711,4.789510726928711,-0.16689062118530273,-0.16689062118530273,1,1
learned_probe,6,42,-4.0,train,balanced_capital_australia_new_zealand,New Zealand,Wellington,Canberra,-8.745267868041992,-8.992501258850098,-8.745267868041992,-8.992501258850098,1,1,0.24723339080810547,0.24723339080810547,0.3820066452026367,0.3820066452026367,-0.13477325439453125,-0.13477325439453125,1,1
learned_probe,6,42,-4.0,train,balanced_capital_ethiopia_nigeria,Nigeria,Abuja,Addis Ababa,-8.319472320377827,-12.763239572702332,-4.159736160188913,-3.190809893175583,2,4,4.4437672523245055,-0.9689262670133303,4.378386056941963,-0.8897124512686787,0.0653811953825425,-0.07921381574465158,1,0
learned_probe,6,42,-4.0,test,balanced_capital_greece_norway,Norway,Oslo,Athens,-9.08506965637207,-9.107917785644531,-9.08506965637207,-9.107917785644531,1,1,0.022848129272460938,0.022848129272460938,0.4465627670288086,0.4465627670288086,-0.42371463775634766,-0.42371463775634766,1,1
learned_probe,6,42,-4.0,train,balanced_capital_lebanon_pakistan,Pakistan,Islamabad,Beirut,-5.854561805725098,-12.533158302307129,-5.854561805725098,-12.533158302307129,1,1,6.678596496582031,6.678596496582031,6.874488830566406,6.874488830566406,-0.195892333984375,-0.195892333984375,1,1
learned_probe,6,42,-4.0,test,balanced_capital_costa_rica_panama,Panama,Panama City,San Jose,-6.6018840074539185,-11.220153331756592,-3.3009420037269592,-5.610076665878296,2,2,4.618269324302673,2.3091346621513367,4.631812810897827,2.3159064054489136,-0.013543486595153809,-0.006771743297576904,1,1
learned_probe,6,42,-4.0,test,balanced_capital_paraguay_bolivia,Paraguay,Asuncion,Sucre,-14.141892481595278,-17.215107560157776,-4.713964160531759,-8.607553780078888,3,2,3.073215078562498,3.8935896195471287,3.0162593442946672,3.8011425243069725,0.05695573426783085,0.09244709524015615,1,1
learned_probe,6,42,-4.0,train,balanced_capital_peru_colombia,Peru,Lima,Bogota,-10.101638793945312,-11.327398240566254,-10.101638793945312,-5.663699120283127,1,2,1.2257594466209412,-4.437939673662186,1.3940417766571045,-4.101392388343811,-0.16828233003616333,-0.33654728531837463,1,0
learned_probe,6,42,-4.0,train,balanced_capital_singapore_philippines,Philippines,Manila,Singapore,-5.440402984619141,-8.19109058380127,-5.440402984619141,-8.19109058380127,1,1,2.750687599182129,2.750687599182129,3.0007424354553223,3.0007424354553223,-0.25005483627319336,-0.25005483627319336,1,1
learned_probe,6,42,-4.0,test,balanced_capital_switzerland_poland,Poland,Warsaw,Bern,-4.548983573913574,-12.54632568359375,-4.548983573913574,-12.54632568359375,1,1,7.997342109680176,7.997342109680176,8.244527816772461,8.244527816772461,-0.24718570709228516,-0.24718570709228516,1,1
learned_probe,6,42,-4.0,train,balanced_capital_portugal_netherlands,Portugal,Lisbon,Amsterdam,-6.264716148376465,-8.241332054138184,-6.264716148376465,-8.241332054138184,1,1,1.9766159057617188,1.9766159057617188,2.2927346229553223,2.2927346229553223,-0.3161187171936035,-0.3161187171936035,1,1
learned_probe,6,42,-4.0,test,balanced_capital_russia_ukraine,Russia,Moscow,Kyiv,-5.547116756439209,-9.832258539274335,-5.547116756439209,-4.9161292696371675,1,2,4.285141782835126,-0.6309874868020415,4.187724865972996,-0.542947631329298,0.09741691686213017,-0.08803985547274351,1,0
learned_probe,6,42,-4.0,train,balanced_capital_ecuador_saudi_arabia,Saudi Arabia,Riyadh,Quito,-7.81766414642334,-15.518189430236816,-7.81766414642334,-7.759094715118408,1,2,7.700525283813477,-0.05856943130493164,7.928699016571045,0.24493098258972168,-0.22817373275756836,-0.3035004138946533,1,0
learned_probe,6,42,-4.0,train,balanced_capital_singapore_philippines,Singapore,Singapore,Manila,-5.738409996032715,-8.055469512939453,-5.738409996032715,-8.055469512939453,1,1,2.3170595169067383,2.3170595169067383,2.36163330078125,2.36163330078125,-0.04457378387451172,-0.04457378387451172,1,1
learned_probe,6,42,-4.0,train,balanced_capital_ghana_south_africa,South Africa,Pretoria,Accra,-12.320798269996885,-13.05725733935833,-6.160399134998443,-6.528628669679165,2,2,0.7364590693614446,0.3682295346807223,0.8376685371040367,0.41883426855201833,-0.1012094677425921,-0.05060473387129605,1,1
learned_probe,6,42,-4.0,train,balanced_capital_japan_south_korea,South Korea,Seoul,Tokyo,-6.821770668029785,-7.992012023925781,-6.821770668029785,-7.992012023925781,1,1,1.170241355895996,1.170241355895996,1.2426071166992188,1.2426071166992188,-0.07236576080322266,-0.07236576080322266,1,1
learned_probe,6,42,-4.0,train,balanced_capital_italy_spain,Spain,Madrid,Rome,-4.776878356933594,-6.467844009399414,-4.776878356933594,-6.467844009399414,1,1,1.6909656524658203,1.6909656524658203,1.9340696334838867,1.9340696334838867,-0.2431039810180664,-0.2431039810180664,1,1
learned_probe,6,42,-4.0,train,balanced_capital_bangladesh_sri_lanka,Sri Lanka,Sri Jayawardenepura Kotte,Dhaka,-49.65815806388855,-9.058883160352707,-6.207269757986069,-4.5294415801763535,8,2,-40.59927490353584,-1.6778281778097153,-40.32698130607605,-1.756699413061142,-0.2722935974597931,0.0788712352514267,0,0
learned_probe,6,42,-4.0,train,balanced_capital_sweden_finland,Sweden,Stockholm,Helsinki,-8.382068634033203,-10.11594009399414,-8.382068634033203,-10.11594009399414,1,1,1.7338714599609375,1.7338714599609375,1.842785358428955,1.842785358428955,-0.10891389846801758,-0.10891389846801758,1,1
learned_probe,6,42,-4.0,test,balanced_capital_switzerland_poland,Switzerland,Bern,Warsaw,-11.543172836303711,-9.771143913269043,-11.543172836303711,-9.771143913269043,1,1,-1.772028923034668,-1.772028923034668,-1.586827278137207,-1.586827278137207,-0.18520164489746094,-0.18520164489746094,0,0
learned_probe,6,42,-4.0,train,balanced_capital_thailand_vietnam,Thailand,Bangkok,Hanoi,-6.180093765258789,-8.380064740136731,-6.180093765258789,-2.7933549133789106,1,3,2.1999709748779424,-3.3867388518798784,2.195996898721205,-3.139172349270666,0.003974076156737283,-0.24756650260921242,1,0
learned_probe,6,42,-4.0,train,balanced_capital_turkey_egypt,Turkey,Ankara,Cairo,-6.5012593269348145,-9.498443603515625,-6.5012593269348145,-9.498443603515625,1,1,2.9971842765808105,2.9971842765808105,3.208207130432129,3.208207130432129,-0.21102285385131836,-0.21102285385131836,1,1
learned_probe,6,42,-4.0,test,balanced_capital_russia_ukraine,Ukraine,Kyiv,Moscow,-8.225954892521258,-6.4975786209106445,-4.112977446260629,-6.4975786209106445,2,1,-1.728376271610614,2.3846011746500153,-1.4750247115734965,2.4318849983392283,-0.25335156003711745,-0.04728382368921302,0,1
learned_probe,6,42,-4.0,test,balanced_capital_united_kingdom_iceland,United Kingdom,London,Reykjavik,-6.185253143310547,-13.10308840405196,-6.185253143310547,-3.27577210101299,1,4,6.917835260741413,-2.909481042297557,7.038072147173807,-2.592398276377935,-0.12023688643239439,-0.31708276591962203,1,0
learned_probe,6,42,-4.0,train,balanced_capital_canada_united_states,United States,"Washington, D.C.",Ottawa,-9.09754287317628,-10.106912612915039,-1.51625714552938,-10.106912612915039,6,1,1.0093697397387587,8.590655467385659,1.1673504418577068,8.476832812137824,-0.1579807021189481,0.11382265524783541,1,1
learned_probe,6,42,-4.0,train,balanced_capital_venezuela_uruguay,Uruguay,Montevideo,Caracas,-8.988502237945795,-11.663808763027191,-4.4942511189728975,-5.831904381513596,2,2,2.675306525081396,1.337653262540698,2.8220115434378386,1.4110057717189193,-0.14670501835644245,-0.07335250917822123,1,1
learned_probe,6,42,-4.0,train,balanced_capital_venezuela_uruguay,Venezuela,Caracas,Montevideo,-10.551642601611093,-12.407666977494955,-5.275821300805546,-6.2038334887474775,2,2,1.8560243758838624,0.9280121879419312,1.902329423930496,0.951164711965248,-0.0463050480466336,-0.0231525240233168,1,1
learned_probe,6,42,-4.0,train,balanced_capital_thailand_vietnam,Vietnam,Hanoi,Bangkok,-7.253724893031176,-8.73600959777832,-2.4179082976770587,-8.73600959777832,3,1,1.4822847047471441,6.318101300101262,1.5972700364072807,6.201671290618833,-0.11498533166013658,0.11643000948242843,1,1
learned_probe,6,42,-2.0,train,balanced_capital_afghanistan_kazakhstan,Afghanistan,Kabul,Astana,-6.6420207023620605,-12.631135120987892,-6.6420207023620605,-6.315567560493946,1,2,5.989114418625832,-0.32645314186811447,6.006583213806152,-0.2402784824371338,-0.01746879518032074,-0.08617465943098068,1,0
learned_probe,6,42,-2.0,train,balanced_capital_argentina_chile,Argentina,Buenos Aires,Santiago,-8.327099915622966,-9.413745880126953,-4.163549957811483,-9.413745880126953,2,1,1.0866459645039868,5.25019592231547,1.100161436595954,5.134070815343875,-0.01351547209196724,0.1161251069715945,1,1
learned_probe,6,42,-2.0,train,balanced_capital_australia_new_zealand,Australia,Canberra,Wellington,-7.206500053405762,-10.060540199279785,-7.206500053405762,-10.060540199279785,1,1,2.8540401458740234,2.8540401458740234,2.878045082092285,2.878045082092285,-0.02400493621826172,-0.02400493621826172,1,1
learned_probe,6,42,-2.0,test,balanced_capital_belgium_austria,Austria,Vienna,Brussels,-7.914261817932129,-9.579381942749023,-7.914261817932129,-9.579381942749023,1,1,1.6651201248168945,1.6651201248168945,1.7829456329345703,1.7829456329345703,-0.11782550811767578,-0.11782550811767578,1,1
learned_probe,6,42,-2.0,train,balanced_capital_bangladesh_sri_lanka,Bangladesh,Dhaka,Sri Jayawardenepura Kotte,-7.791508846916258,-55.76713156700134,-3.895754423458129,-6.970891445875168,2,8,47.975622720085084,3.0751370224170387,48.05881440639496,3.1749969720840454,-0.08319168630987406,-0.09985994966700673,1,1
learned_probe,6,42,-2.0,test,balanced_capital_belgium_austria,Belgium,Brussels,Vienna,-7.088922500610352,-9.906402587890625,-7.088922500610352,-9.906402587890625,1,1,2.8174800872802734,2.8174800872802734,2.8982014656066895,2.8982014656066895,-0.08072137832641602,-0.08072137832641602,1,1
learned_probe,6,42,-2.0,test,balanced_capital_paraguay_bolivia,Bolivia,Sucre,Asuncion,-16.678107619285583,-13.211681235581636,-8.339053809642792,-4.403893745193879,2,3,-3.466426383703947,-3.9351600644489126,-3.4207017309963703,-3.8808051111797495,-0.04572465270757675,-0.054354953269163175,0,0
learned_probe,6,42,-2.0,train,balanced_capital_mexico_brazil,Brazil,Brasilia,Mexico City,-8.666133180260658,-8.191699266433716,-4.333066590130329,-4.095849633216858,2,2,-0.47443391382694244,-0.23721695691347122,-0.2645282745361328,-0.1322641372680664,-0.20990563929080963,-0.10495281964540482,0,0
learned_probe,6,42,-2.0,test,balanced_capital_myanmar_cambodia,Cambodia,Phnom Penh,Naypyidaw,-8.666203878936358,-18.956665217876434,-2.1665509697340894,-4.739166304469109,4,4,10.290461338940077,2.572615334735019,10.564134359796299,2.6410335899490747,-0.27367302085622214,-0.06841825521405553,1,1
learned_probe,6,42,-2.0,train,balanced_capital_canada_united_states,Canada,Ottawa,"Washington, D.C.",-7.640836238861084,-11.506637030222919,-7.640836238861084,-1.9177728383704864,1,6,3.865800791361835,-5.723063400490598,3.9351495316950604,-5.560868842546673,-0.06934874033322558,-0.16219455794392523,1,0
learned_probe,6,42,-2.0,train,balanced_capital_argentina_chile,Chile,Santiago,Buenos Aires,-7.499191761016846,-10.444253197114449,-7.499191761016846,-5.2221265985572245,1,2,2.9450614360976033,-2.277065162459621,3.045365314173978,-2.0896749593375716,-0.10030387807637453,-0.18739020312204957,1,0
learned_probe,6,42,-2.0,train,balanced_capital_india_china,China,Beijing,New Delhi,-5.718706130981445,-9.99682068824768,-5.718706130981445,-4.99841034412384,1,2,4.278114557266235,-0.720295786857605,4.296523332595825,-0.640609622001648,-0.018408775329589844,-0.07968616485595703,1,0
learned_probe,6,42,-2.0,train,balanced_capital_peru_colombia,Colombia,Bogota,Lima,-8.412562549114227,-10.34559440612793,-4.206281274557114,-10.34559440612793,2,1,1.9330318570137024,6.139313131570816,1.922817051410675,6.025517374277115,0.010214805603027344,0.11379575729370117,1,1
learned_probe,6,42,-2.0,test,balanced_capital_costa_rica_panama,Costa Rica,San Jose,Panama City,-10.371884822845459,-9.573464393615723,-5.1859424114227295,-4.786732196807861,2,2,-0.7984204292297363,-0.39921021461486816,-0.7697348594665527,-0.38486742973327637,-0.028685569763183594,-0.014342784881591797,0,0
learned_probe,6,42,-2.0,train,balanced_capital_laos_cuba,Cuba,Havana,Vientiane,-7.421055793762207,-12.36998650431633,-7.421055793762207,-4.12332883477211,1,3,4.948930710554123,-3.297726958990097,4.876080572605133,-3.2042821049690247,0.07285013794898987,-0.09344485402107239,1,0
