pair_id,component,control,hook_name,layer,clean_diff,corrupt_diff,denominator,patched_diff,recovery,abs_logit_shift
capital_india,resid_pre,matched_clean,blocks.0.hook_resid_pre,0,1.5398821830749512,1.5323338508605957,0.007548332214355469,1.5327725410461426,0.058117423206567764,0.000438690185546875
capital_indonesia,resid_pre,matched_clean,blocks.0.hook_resid_pre,0,1.60441255569458,1.5537793636322021,0.05063319206237793,1.5545440912246704,0.01510328333824873,0.0007647275924682617
capital_iran,resid_pre,matched_clean,blocks.0.hook_resid_pre,0,1.564337134361267,1.409327745437622,0.15500938892364502,1.4113572835922241,0.013093000277876854,0.0020295381546020508
capital_iraq,resid_pre,matched_clean,blocks.0.hook_resid_pre,0,1.595428705215454,1.5613210201263428,0.03410768508911133,1.5618349313735962,0.015067310072481632,0.000513911247253418
capital_ireland,resid_pre,matched_clean,blocks.0.hook_resid_pre,0,1.5909667015075684,1.564167857170105,0.02679884433746338,1.5646225214004517,0.01696580834686756,0.0004546642303466797
capital_israel,resid_pre,matched_clean,blocks.0.hook_resid_pre,0,1.5688581466674805,1.540886640548706,0.027971506118774414,1.5416738986968994,0.028144994750618935,0.0007872581481933594
capital_italy,resid_pre,matched_clean,blocks.0.hook_resid_pre,0,1.5646854639053345,1.4730052947998047,0.09168016910552979,1.474365472793579,0.014836118556559086,0.001360177993774414
capital_jamaica,resid_pre,matched_clean,blocks.0.hook_resid_pre,0,1.6052693128585815,1.5841466188430786,0.02112269401550293,1.5843546390533447,0.009848181158304214,0.00020802021026611328
capital_japan,resid_pre,matched_clean,blocks.0.hook_resid_pre,0,1.542461633682251,1.516162633895874,0.026298999786376953,1.5167597532272339,0.022705012932419777,0.0005971193313598633
capital_jordan,resid_pre,matched_clean,blocks.0.hook_resid_pre,0,1.5744692087173462,1.5566755533218384,0.017793655395507812,1.5569519996643066,0.015536222606897354,0.0002764463424682617
capital_kazakhstan,resid_pre,matched_clean,blocks.0.hook_resid_pre,0,1.549689769744873,1.5392688512802124,0.010420918464660645,1.5398141145706177,0.05232386663556099,0.0005452632904052734
capital_kenya,resid_pre,matched_clean,blocks.0.hook_resid_pre,0,1.5516629219055176,1.5922328233718872,-0.04056990146636963,1.5923073291778564,-0.0018364803399890661,7.450580596923828e-05
capital_laos,resid_pre,matched_clean,blocks.0.hook_resid_pre,0,1.5442256927490234,1.5554825067520142,-0.011256814002990723,1.5559890270233154,-0.04499680921435356,0.0005065202713012695
capital_lebanon,resid_pre,matched_clean,blocks.0.hook_resid_pre,0,1.5911409854888916,1.5586800575256348,0.032460927963256836,1.5591297149658203,0.013852261938154697,0.0004496574401855469
capital_malaysia,resid_pre,matched_clean,blocks.0.hook_resid_pre,0,1.6068079471588135,1.587341547012329,0.019466400146484375,1.5878689289093018,0.027091894298791885,0.0005273818969726562
capital_mexico,resid_pre,matched_clean,blocks.0.hook_resid_pre,0,1.566273808479309,1.557891845703125,0.008381962776184082,1.558335781097412,0.05296311527490616,0.0004439353942871094
capital_mongolia,resid_pre,matched_clean,blocks.0.hook_resid_pre,0,1.4396907091140747,1.5663268566131592,-0.12663614749908447,1.5666431188583374,-0.002497409237548709,0.00031626224517822266
capital_morocco,resid_pre,matched_clean,blocks.0.hook_resid_pre,0,1.5838533639907837,1.6113909482955933,-0.02753758430480957,1.6113579273223877,0.0011991242645308375,3.3020973205566406e-05
capital_myanmar,resid_pre,matched_clean,blocks.0.hook_resid_pre,0,1.504158854484558,1.5626699924468994,-0.05851113796234131,1.56292724609375,-0.00439666211605072,0.00025725364685058594
capital_nepal,resid_pre,matched_clean,blocks.0.hook_resid_pre,0,1.514278769493103,1.542091965675354,-0.027813196182250977,1.542705774307251,-0.02206897921860218,0.0006138086318969727
capital_netherlands,resid_pre,matched_clean,blocks.0.hook_resid_pre,0,1.5852100849151611,1.5688560009002686,0.016354084014892578,1.569597840309143,0.04536108300089836,0.0007418394088745117
capital_new_zealand,resid_pre,matched_clean,blocks.0.hook_resid_pre,0,1.5854525566101074,1.5216717720031738,0.0637807846069336,1.5223069190979004,0.009958282113075256,0.0006351470947265625
capital_nigeria,resid_pre,matched_clean,blocks.0.hook_resid_pre,0,1.577798843383789,1.5402064323425293,0.037592411041259766,1.541102409362793,0.023833978921175003,0.0008959770202636719
capital_norway,resid_pre,matched_clean,blocks.0.hook_resid_pre,0,1.5898401737213135,1.5413129329681396,0.04852724075317383,1.54220449924469,0.018372487276792526,0.000891566276550293
capital_pakistan,resid_pre,matched_clean,blocks.0.hook_resid_pre,0,1.5794764757156372,1.5306949615478516,0.048781514167785645,1.5310462713241577,0.007201697211712599,0.00035130977630615234
capital_panama,resid_pre,matched_clean,blocks.0.hook_resid_pre,0,1.615676760673523,1.6006017923355103,0.015074968338012695,1.6007813215255737,0.011909084394574165,0.00017952919006347656
capital_paraguay,resid_pre,matched_clean,blocks.0.hook_resid_pre,0,1.5364799499511719,1.45355224609375,0.08292770385742188,1.4553428888320923,0.021592814475297928,0.0017906427383422852
capital_peru,resid_pre,matched_clean,blocks.0.hook_resid_pre,0,1.6042490005493164,1.5311583280563354,0.07309067249298096,1.5321773290634155,0.013941599987447262,0.0010190010070800781
capital_philippines,resid_pre,matched_clean,blocks.0.hook_resid_pre,0,1.5934011936187744,1.5636727809906006,0.029728412628173828,1.564159631729126,0.016376608982682228,0.0004868507385253906
capital_poland,resid_pre,matched_clean,blocks.0.hook_resid_pre,0,1.54986572265625,1.5007879734039307,0.049077749252319336,1.501990795135498,0.024508489295840263,0.0012028217315673828
capital_portugal,resid_pre,matched_clean,blocks.0.hook_resid_pre,0,1.5776379108428955,1.5319825410842896,0.04565536975860596,1.5326306819915771,0.014196375384926796,0.0006481409072875977
capital_russia,resid_pre,matched_clean,blocks.0.hook_resid_pre,0,1.543741226196289,1.5275492668151855,0.016191959381103516,1.528428077697754,0.05427449196577072,0.0008788108825683594
capital_saudi_arabia,resid_pre,matched_clean,blocks.0.hook_resid_pre,0,1.555206060409546,1.5463460683822632,0.008859992027282715,1.546976089477539,0.07110846042633057,0.0006300210952758789
capital_singapore,resid_pre,matched_clean,blocks.0.hook_resid_pre,0,1.6038427352905273,1.5766582489013672,0.027184486389160156,1.5769033432006836,0.00901595875620842,0.00024509429931640625
capital_south_africa,resid_pre,matched_clean,blocks.0.hook_resid_pre,0,1.5602495670318604,1.5038025379180908,0.05644702911376953,1.5053554773330688,0.027511440217494965,0.0015529394149780273
capital_south_korea,resid_pre,matched_clean,blocks.0.hook_resid_pre,0,1.5376173257827759,1.52163827419281,0.01597905158996582,1.5229225158691406,0.08037028461694717,0.0012842416763305664
capital_spain,resid_pre,matched_clean,blocks.0.hook_resid_pre,0,1.5769805908203125,1.538036823272705,0.03894376754760742,1.5386110544204712,0.014745132066309452,0.0005742311477661133
capital_sri_lanka,resid_pre,matched_clean,blocks.0.hook_resid_pre,0,0.24828624725341797,1.503751277923584,-1.255465030670166,0.9784164428710938,0.4184384346008301,0.5253348350524902
capital_sweden,resid_pre,matched_clean,blocks.0.hook_resid_pre,0,1.5744736194610596,1.542985200881958,0.03148841857910156,1.5434050559997559,0.013333631679415703,0.00041985511779785156
capital_switzerland,resid_pre,matched_clean,blocks.0.hook_resid_pre,0,1.5604004859924316,1.485567569732666,0.07483291625976562,1.4868985414505005,0.01778591051697731,0.0013309717178344727
capital_thailand,resid_pre,matched_clean,blocks.0.hook_resid_pre,0,1.5740547180175781,1.5302691459655762,0.04378557205200195,1.5308899879455566,0.014179141260683537,0.0006208419799804688
capital_turkey,resid_pre,matched_clean,blocks.0.hook_resid_pre,0,1.579119324684143,1.5641580820083618,0.01496124267578125,1.5645647048950195,0.02717839740216732,0.00040662288665771484
capital_ukraine,resid_pre,matched_clean,blocks.0.hook_resid_pre,0,1.541167974472046,1.5526762008666992,-0.01150822639465332,1.5529353618621826,-0.02251964993774891,0.00025916099548339844
capital_united_kingdom,resid_pre,matched_clean,blocks.0.hook_resid_pre,0,1.5754179954528809,1.4802160263061523,0.09520196914672852,1.4816491603851318,0.01505361683666706,0.0014331340789794922
capital_united_states,resid_pre,matched_clean,blocks.0.hook_resid_pre,0,1.4536912441253662,1.5532852411270142,-0.09959399700164795,1.5540920495986938,-0.008100975304841995,0.0008068084716796875
capital_uruguay,resid_pre,matched_clean,blocks.0.hook_resid_pre,0,1.5830461978912354,1.5026198625564575,0.08042633533477783,1.5040229558944702,0.017445692792534828,0.0014030933380126953
capital_venezuela,resid_pre,matched_clean,blocks.0.hook_resid_pre,0,1.5870152711868286,0.19501399993896484,1.3920012712478638,1.2853000164031982,0.7832507491111755,1.0902860164642334
capital_vietnam,resid_pre,matched_clean,blocks.0.hook_resid_pre,0,1.515444278717041,1.5028797388076782,0.012564539909362793,1.5038896799087524,0.08038020133972168,0.0010099411010742188
capital_afghanistan,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.591434359550476,1.5507245063781738,0.040709853172302246,1.5511953830718994,0.01156664825975895,0.00047087669372558594
capital_argentina,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.5738188028335571,1.5463182926177979,0.027500510215759277,1.5469928979873657,0.024530641734600067,0.0006746053695678711
capital_australia,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.6035467386245728,1.5845593214035034,0.018987417221069336,1.584997534751892,0.02307913266122341,0.0004382133483886719
capital_austria,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.5897533893585205,1.5513556003570557,0.038397789001464844,1.5518560409545898,0.01303305383771658,0.0005004405975341797
capital_bangladesh,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.5715489387512207,1.5506490468978882,0.02089989185333252,1.551076889038086,0.020471012219786644,0.0004278421401977539
capital_belgium,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.593063473701477,1.5696920156478882,0.023371458053588867,1.5701912641525269,0.0213614534586668,0.0004992485046386719
capital_bolivia,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.58455491065979,1.5295400619506836,0.055014848709106445,1.5305777788162231,0.018862484022974968,0.0010377168655395508
capital_brazil,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.54860520362854,1.5709956884384155,-0.02239048480987549,1.5713592767715454,-0.01623852737247944,0.0003635883331298828
capital_cambodia,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.5275251865386963,1.5677305459976196,-0.04020535945892334,1.5681536197662354,-0.010522822849452496,0.00042307376861572266
capital_canada,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.5804170370101929,1.536521553993225,0.04389548301696777,1.5368478298187256,0.007433013990521431,0.0003262758255004883
capital_chile,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.5971788167953491,1.3958263397216797,0.20135247707366943,1.3979108333587646,0.010352459736168385,0.002084493637084961
capital_china,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.5494639873504639,1.5413309335708618,0.00813305377960205,1.5417283773422241,0.04886765405535698,0.0003974437713623047
capital_colombia,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.5714006423950195,1.5630615949630737,0.0083390474319458,1.5636969804763794,0.0761939212679863,0.0006353855133056641
capital_costa_rica,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.5543855428695679,1.5416710376739502,0.012714505195617676,1.5424555540084839,0.061702415347099304,0.0007845163345336914
capital_cuba,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.5651237964630127,1.547866702079773,0.017257094383239746,1.5482730865478516,0.023548822849988937,0.0004063844680786133
capital_czech_republic,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.5310953855514526,1.4809911251068115,0.05010426044464111,1.4823170900344849,0.026464110240340233,0.0013259649276733398
capital_denmark,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.5797953605651855,1.5514965057373047,0.02829885482788086,1.5520260334014893,0.01871197670698166,0.0005295276641845703
capital_dominican_republic,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.4277153015136719,1.5307697057724,-0.10305440425872803,1.531524658203125,-0.007325766142457724,0.0007549524307250977
capital_ecuador,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.5885767936706543,1.5642422437667847,0.02433454990386963,1.564646601676941,0.016616610810160637,0.00040435791015625
capital_egypt,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.5825347900390625,1.5896130800247192,-0.007078289985656738,1.589688777923584,-0.010694391094148159,7.56978988647461e-05
capital_ethiopia,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.5662524700164795,1.4295146465301514,0.13673782348632812,1.4311939477920532,0.012281174771487713,0.0016793012619018555
capital_finland,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.568756103515625,1.5292303562164307,0.039525747299194336,1.5295026302337646,0.0068885209038853645,0.0002722740173339844
capital_france,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.5722870826721191,1.5635852813720703,0.008701801300048828,1.5639731884002686,0.04457773268222809,0.0003879070281982422
capital_germany,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.5679898262023926,1.5460032224655151,0.02198660373687744,1.5464048385620117,0.01826639287173748,0.00040161609649658203
capital_ghana,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.5710335969924927,1.5456085205078125,0.025425076484680176,1.5462605953216553,0.025646906346082687,0.0006520748138427734
capital_greece,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.5665202140808105,1.5489453077316284,0.01757490634918213,1.5496301651000977,0.03896788880228996,0.0006848573684692383
capital_hungary,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.5769948959350586,1.5280848741531372,0.04891002178192139,1.528678059577942,0.012128093279898167,0.0005931854248046875
capital_iceland,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.5063409805297852,1.565548062324524,-0.05920708179473877,1.5661070346832275,-0.009440973401069641,0.0005589723587036133
capital_india,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.5398821830749512,1.5323338508605957,0.007548332214355469,1.5327725410461426,0.058117423206567764,0.000438690185546875
capital_indonesia,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.60441255569458,1.5537793636322021,0.05063319206237793,1.5545440912246704,0.01510328333824873,0.0007647275924682617
capital_iran,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.564337134361267,1.409327745437622,0.15500938892364502,1.4113572835922241,0.013093000277876854,0.0020295381546020508
capital_iraq,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.595428705215454,1.5613210201263428,0.03410768508911133,1.5618349313735962,0.015067310072481632,0.000513911247253418
capital_ireland,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.5909667015075684,1.564167857170105,0.02679884433746338,1.5646225214004517,0.01696580834686756,0.0004546642303466797
capital_israel,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.5688581466674805,1.540886640548706,0.027971506118774414,1.5416738986968994,0.028144994750618935,0.0007872581481933594
capital_italy,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.5646854639053345,1.4730052947998047,0.09168016910552979,1.474365472793579,0.014836118556559086,0.001360177993774414
capital_jamaica,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.6052693128585815,1.5841466188430786,0.02112269401550293,1.5843546390533447,0.009848181158304214,0.00020802021026611328
capital_japan,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.542461633682251,1.516162633895874,0.026298999786376953,1.5167597532272339,0.022705012932419777,0.0005971193313598633
capital_jordan,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.5744692087173462,1.5566755533218384,0.017793655395507812,1.5569519996643066,0.015536222606897354,0.0002764463424682617
capital_kazakhstan,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.549689769744873,1.5392688512802124,0.010420918464660645,1.5398141145706177,0.05232386663556099,0.0005452632904052734
capital_kenya,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.5516629219055176,1.5922328233718872,-0.04056990146636963,1.5923073291778564,-0.0018364803399890661,7.450580596923828e-05
capital_laos,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.5442256927490234,1.5554825067520142,-0.011256814002990723,1.5559890270233154,-0.04499680921435356,0.0005065202713012695
capital_lebanon,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.5911409854888916,1.5586800575256348,0.032460927963256836,1.5591297149658203,0.013852261938154697,0.0004496574401855469
capital_malaysia,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.6068079471588135,1.587341547012329,0.019466400146484375,1.5878689289093018,0.027091894298791885,0.0005273818969726562
capital_mexico,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.566273808479309,1.557891845703125,0.008381962776184082,1.558335781097412,0.05296311527490616,0.0004439353942871094
capital_mongolia,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.4396907091140747,1.5663268566131592,-0.12663614749908447,1.5666431188583374,-0.002497409237548709,0.00031626224517822266
capital_morocco,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.5838533639907837,1.6113909482955933,-0.02753758430480957,1.6113579273223877,0.0011991242645308375,3.3020973205566406e-05
capital_myanmar,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.504158854484558,1.5626699924468994,-0.05851113796234131,1.56292724609375,-0.00439666211605072,0.00025725364685058594
capital_nepal,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.514278769493103,1.542091965675354,-0.027813196182250977,1.542705774307251,-0.02206897921860218,0.0006138086318969727
capital_netherlands,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.5852100849151611,1.5688560009002686,0.016354084014892578,1.569597840309143,0.04536108300089836,0.0007418394088745117
capital_new_zealand,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.5854525566101074,1.5216717720031738,0.0637807846069336,1.5223069190979004,0.009958282113075256,0.0006351470947265625
capital_nigeria,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.577798843383789,1.5402064323425293,0.037592411041259766,1.541102409362793,0.023833978921175003,0.0008959770202636719
capital_norway,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.5898401737213135,1.5413129329681396,0.04852724075317383,1.54220449924469,0.018372487276792526,0.000891566276550293
capital_pakistan,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.5794764757156372,1.5306949615478516,0.048781514167785645,1.5310462713241577,0.007201697211712599,0.00035130977630615234
capital_panama,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.615676760673523,1.6006017923355103,0.015074968338012695,1.6007813215255737,0.011909084394574165,0.00017952919006347656
capital_paraguay,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.5364799499511719,1.45355224609375,0.08292770385742188,1.4553428888320923,0.021592814475297928,0.0017906427383422852
capital_peru,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.6042490005493164,1.5311583280563354,0.07309067249298096,1.5321773290634155,0.013941599987447262,0.0010190010070800781
capital_philippines,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.5934011936187744,1.5636727809906006,0.029728412628173828,1.564159631729126,0.016376608982682228,0.0004868507385253906
capital_poland,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.54986572265625,1.5007879734039307,0.049077749252319336,1.501990795135498,0.024508489295840263,0.0012028217315673828
capital_portugal,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.5776379108428955,1.5319825410842896,0.04565536975860596,1.5326306819915771,0.014196375384926796,0.0006481409072875977
capital_russia,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.543741226196289,1.5275492668151855,0.016191959381103516,1.528428077697754,0.05427449196577072,0.0008788108825683594
capital_saudi_arabia,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.555206060409546,1.5463460683822632,0.008859992027282715,1.546976089477539,0.07110846042633057,0.0006300210952758789
capital_singapore,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.6038427352905273,1.5766582489013672,0.027184486389160156,1.5769033432006836,0.00901595875620842,0.00024509429931640625
capital_south_africa,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.5602495670318604,1.5038025379180908,0.05644702911376953,1.5053554773330688,0.027511440217494965,0.0015529394149780273
capital_south_korea,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.5376173257827759,1.52163827419281,0.01597905158996582,1.5229225158691406,0.08037028461694717,0.0012842416763305664
capital_spain,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.5769805908203125,1.538036823272705,0.03894376754760742,1.5386110544204712,0.014745132066309452,0.0005742311477661133
capital_sri_lanka,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,0.24828624725341797,1.503751277923584,-1.255465030670166,1.504697561264038,-0.0007537313504144549,0.0009462833404541016
capital_sweden,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.5744736194610596,1.542985200881958,0.03148841857910156,0.9812991619110107,-17.837854385375977,0.5616860389709473
capital_switzerland,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.5604004859924316,1.485567569732666,0.07483291625976562,1.4868985414505005,0.01778591051697731,0.0013309717178344727
capital_thailand,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.5740547180175781,1.5302691459655762,0.04378557205200195,1.5308899879455566,0.014179141260683537,0.0006208419799804688
capital_turkey,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.579119324684143,1.5641580820083618,0.01496124267578125,1.5645647048950195,0.02717839740216732,0.00040662288665771484
capital_ukraine,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.541167974472046,1.5526762008666992,-0.01150822639465332,1.5529353618621826,-0.02251964993774891,0.00025916099548339844
capital_united_kingdom,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.5754179954528809,1.4802160263061523,0.09520196914672852,1.4816491603851318,0.01505361683666706,0.0014331340789794922
capital_united_states,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.4536912441253662,1.5532852411270142,-0.09959399700164795,1.5540920495986938,-0.008100975304841995,0.0008068084716796875
capital_uruguay,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.5830461978912354,1.5026198625564575,0.08042633533477783,1.5040229558944702,0.017445692792534828,0.0014030933380126953
capital_venezuela,resid_pre,shuffled_clean,blocks.0.hook_resid_pre,0,1.5870152711868286,0.19501399993896484,1.3920012712478638,1.2853000164031982,0.7832507491111755,1.0902860164642334
